id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha
22554,1,10,presencial,1,M,74,4,0,0,1,PA,PA,N, ,1.0,34.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,661.0,661.0
22555,1,5,presencial,1,F,37,1,1,0,0, ,AM,Y,118,1.0,0.0,N,1,421.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,AM,N, ,0,9.0,2.0,11.0,0.0,690.0,690.0
22556,1,10,presencial,1,F,42,2,0,0,1, ,PA,Y,117,1.0,0.0,N,1,5454.0,0.0,1,0,0,0,0,0,0,0.0,1,Y,PA,Y,117,0,9.0,2.0,11.0,0.0,660.0,660.0
22557,2,10,presencial,1,F,51,1,3,0,1,BA,BA,Y,90,1.0,20.0,N,1,1009.0,0.0,1,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,465.0,465.0
22558,7,25,internet,1,F,30,2,0,0,1,SP,SP,Y,5,1.0,3.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,2.0,,,632.0,632.0
22559,1,10,presencial,1,M,42,2,2,0,0, ,GO,Y,67,1.0,0.0,N,1,652.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,GO,N, ,0,9.0,2.0,11.0,0.0,752.0,752.0
22560,1,10,presencial,1,F,71,4,0,0,1,CE,CE,Y,107,1.0,0.0,N,1,722.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,604.0,604.0
22561,1,15,presencial,1,F,22,1,0,0,1,PR,MS,Y,75,2.0,0.0,N,1,380.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MS,Y,75,0,9.0,2.0,0.0,0.0,790.0,790.0
22562,1,10,internet,1,M,34,1,0,0,1,BA,BA,Y,84,1.0,3.0,N,1,358.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,84,0,9.0,5.0,,,459.0,459.0
22563,1,10,presencial,1,M,25,2,0,0,1,BA,BA,Y,84,1.0,11.0,N,1,1350.0,0.0,0,0,0,0,1,1,1,0.0,1,Y,BA,Y,84,0,7.0,5.0,0.0,0.0,456.0,456.0
22564,1,20,presencial,1,M,32,1,0,0,1,CE,CE,Y,112,1.0,9.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,2.0,4.0,0.0,0.0,639.0,639.0
22565,1,10,internet,1,F,44,1,0,0,1,SC,RS,Y,54,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,915.0,915.0
22566,7,10,presencial,1,F,49,2,0,0,1,AL,AL,Y,100,,,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,570.0,570.0
22567,1,10,presencial,1,F,37,2,4,0,1,SP,SP,Y,5,1.0,6.0,N,0,350.0,100.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,849.0,849.0
22568,1,15,internet,1,F,65,2,0,0,1,BA,BA,N, ,1.0,4.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,3.0,,,473.0,473.0
22569,1,25,presencial,1,F,41,1,2,0,1,PE,PE,Y,97,1.0,0.0,N,1,450.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,541.0,541.0
22570,1,15,presencial,1,F,56,2,0,0,1,RS,RS,Y,54,1.0,10.0,N,0,350.0,0.0,0,0,0,0,0,1,1,30000.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,948.0,948.0
22571,1,10,internet,1,M,34,2,1,0,2,RS,RS,Y,66,1.0,15.0,N,1,414.5,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,930.0,930.0
22572,2,10,presencial,1,F,67,4,0,0,1,MS,MG,Y,33,2.0,1.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,374.0,374.0
22573,2,10,internet,1,M,28,2,0,0,1,BA,SP,Y,5,1.0,5.0,N,1,619.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,978.0,978.0
22574,1,5,internet,1,F,65,2,0,0,1,PE,MA,Y,126,1.0,6.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,659.0,659.0
22575,2,20,internet,1,M,53,6,0,0,1,SC,SC,Y,50,1.0,15.0,N,1,1800.0,0.0,0,1,0,0,0,0,0,60000.0,1,N, ,N, ,0,2.0,,,,881.0,881.0
22576,1,20,presencial,1,F,44,1,0,0,1,PB,PB,Y,103,1.0,22.0,N,1,650.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,583.0,583.0
22577,1,10,presencial,1,F,64,4,0,0,1,BA,DF,Y,66,1.0,13.0,N,0,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,Y,66,0,9.0,1.0,0.0,0.0,730.0,730.0
22578,7,10,presencial,1,F,39,2,0,0,1,BA,GO,Y,69,2.0,1.0,N,0,533.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,5.0,0.0,0.0,756.0,756.0
22579,1,5,internet,1,F,30,1,0,0,1,RN,RN,Y,105,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,590.0,590.0
22580,2,5,internet,1,M,18,1,1,0,1,SP,SP,Y,13,1.0,7.0,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,181.0,181.0
22581,1,15,correio,1,F,41,1,1,0,1,MA,MA,Y,125,1.0,1.0,N,1,559.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MA,Y,125,0,9.0,2.0,11.0,,650.0,650.0
22582,1,5,internet,1,M,44,2,3,0,1,BA,MT,N, ,1.0,9.0,N,1,440.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,73,0,11.0,2.0,,,788.0,788.0
22583,1,15,internet,1,F,62,1,0,0,1,MA,MA,N, ,1.0,30.0,N,1,755.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MA,Y,125,0,9.0,2.0,,,650.0,650.0
22584,1,25,internet,1,F,50,2,1,0,1,SP,SP,Y,5,1.0,15.0,N,1,600.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,842.0,842.0
22585,1,25,correio,1,F,63,4,2,0,1,MG,MG,Y,29,1.0,1.0,N,1,570.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,11.0,,332.0,332.0
22586,1,10,internet,1,F,45,2,2,0,1,BA,SP,Y,5,2.0,10.0,N,1,297.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,644.0,644.0
22587,1,10,internet,1,M,51,1,0,0,1,PR,MT,Y,71,1.0,10.0,N,1,477.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,71,0,18.0,4.0,,,781.0,781.0
22588,1,25,presencial,1,F,26,2,0,0,1,PR,SP,Y,14,2.0,1.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,159.0,159.0
22589,2,25,internet,1,M,36,2,2,0,1,SP,SP,Y,10,2.0,,N,1,1000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,118.0,118.0
22590,2,10,internet,1,M,34,1,0,0,1,MG,MG,Y,29,1.0,25.0,N,1,516.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,2.0,,,340.0,340.0
22591,1,5,presencial,1,F,62,4,0,0,1,RS,RS,N, ,1.0,1.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,925.0,925.0
22592,1,10,presencial,1,F,34,1,2,0,0, ,BA,Y,86,1.0,0.0,N,1,429.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,BA,N, ,0,11.0,2.0,11.0,0.0,454.0,454.0
22593,1,10,presencial,1,M,28,2,0,0,1,DF,MG,Y,29,1.0,5.0,N,1,558.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,MG,Y,29,0,9.0,2.0,0.0,0.0,321.0,321.0
22594,1,10,internet,1,F,66,1,0,0,1,BA,MG,Y,32,1.0,6.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,384.0,384.0
22595,1,5,internet,1,M,29,2,0,0,1,RS,RS,Y,54,1.0,10.0,N,1,690.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,948.0,948.0
22596,1,10,internet,1,M,26,1,0,0,1,MG,GO,Y,69,2.0,1.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,759.0,759.0
22597,1,10,correio,1,F,36,2,2,0,1,BA,BA,Y,81,1.0,1.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,11.0,,417.0,417.0
22598,1,25,presencial,1,F,37,2,1,0,1,BA,BA,Y,90,1.0,15.0,N,1,663.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,450.0,450.0
22599,1,10,presencial,1,F,56,4,1,0,1,RS,RS,Y,54,1.0,13.0,N,0,560.0,0.0,0,0,0,0,0,0,0,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,935.0,935.0
22600,1,5,internet,1,M,52,1,1,0,1,AM,AC,Y,76,1.0,10.0,N,1,1883.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AC,N, ,0,9.0,2.0,,,699.0,699.0
22601,1,25,internet,1,M,49,2,1,0,1,CE,SP,Y,15,2.0,4.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,4.0,,,150.0,150.0
22602,1,25,presencial,1,M,65,2,0,0,0, ,PA,Y,117,1.0,0.0,N,1,3149.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,Y,117,0,7.0,1.0,11.0,0.0,660.0,660.0
22603,1,10,internet,1,F,26,2,4,0,1,CE,CE,Y,112,2.0,3.0,N,1,440.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,621.0,621.0
22604,1,5,internet,1,F,44,2,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,657.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,619.0,619.0
22605,1,15,presencial,1,F,77,4,0,0,1,BA,BA,N, ,1.0,17.0,N,1,800.0,350.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,400.0,400.0
22606,1,15,internet,1,F,47,7,2,0,1,BA,SP,Y,18,1.0,6.0,N,1,451.25,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,18,0,9.0,2.0,,,131.0,131.0
22607,1,1,internet,1,M,57,1,0,0,1,PE,PE,Y,97,1.0,50.0,N,1,1066.0,0.0,1,1,0,0,0,0,0,250000.0,0,N, ,N, ,0,9.0,5.0,,,520.0,520.0
22608,1,20,internet,1,F,34,1,0,0,1,BA,PE,Y,111,1.0,30.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,80000.0,0,N, ,N, ,0,9.0,4.0,,,563.0,563.0
22609,1,10,internet,1,M,35,2,0,0,1,RS,RS,Y,54,1.0,0.0,N,1,1201.62,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,9.0,3.0,917.0,917.0
22610,1,25,internet,1,M,39,1,2,0,1,CE,SP,Y,5,1.0,12.0,N,1,1131.49,0.0,0,1,0,0,0,1,1,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,712.0,712.0
22611,1,10,internet,1,M,41,2,2,0,1,AL,MS,N, ,1.0,5.0,N,1,428.0,200.0,0,0,0,0,0,0,0,0.0,0,Y,MS,Y,75,0,9.0,2.0,,,798.0,798.0
22612,1,15,internet,2,M,34,1,0,0,1,MA,DF,Y,66,0.0,0.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N,DF,Y,66,0,9.0,5.0,,,727.0,727.0
22613,2,15,presencial,1,M,22,2,0,0,1,MG,MG,N, ,1.0,10.0,N,0,586.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,N, ,0,9.0,2.0,9.0,4.0,371.0,371.0
22614,2,10,presencial,1,F,68,4,0,0,1,CE,CE,Y,112,5.0,20.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,N, ,0,9.0,1.0,0.0,0.0,628.0,628.0
22615,1,10,internet,1,F,36,5,2,0,1,RS,RS,N, ,1.0,4.0,N,1,200.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,61,0,9.0,2.0,,,995.0,995.0
22616,1,10,internet,1,M,27,2,1,0,1,RN,RN,Y,105,1.0,29.0,N,1,832.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,593.0,593.0
22617,1,10,presencial,1,F,28,1,2,0,1,AM,AM,Y,118,1.0,10.0,N,1,500.0,0.0,1,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,4.0,0.0,0.0,690.0,690.0
22618,7,1,presencial,1,M,52,2,0,0,1,MG,MG,Y,33,1.0,26.0,N,0,700.0,0.0,0,0,0,0,0,1,1,50000.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,374.0,374.0
22619,1,10,presencial,1,F,63,4,0,0,1,SP,MS,Y,75,1.0,26.0,N,0,1150.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,794.0,794.0
22620,1,15,internet,1,F,31,4,0,0,1,MA,MA,Y,126,0.0,1.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,659.0,659.0
22621,1,10,presencial,1,F,39,1,5,0,1,MT,MT,Y,71,1.0,1.0,N,1,354.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,MT,Y,71,0,9.0,2.0,0.0,0.0,781.0,781.0
22622,1,15,presencial,1,F,56,5,0,0,1,MT,MT,Y,71,1.0,25.0,N,1,1194.0,0.0,0,0,0,0,0,1,1,65000.0,0,N,MT,N, ,0,9.0,1.0,,,780.0,780.0
22623,1,10,internet,1,F,38,1,3,0,1,BA,SP,Y,5,1.0,3.0,N,1,670.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,576.0,576.0
22624,7,20,internet,1,F,40,1,3,0,1,PR,SC,Y,52,1.0,4.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,885.0,885.0
22625,1,10,presencial,1,F,66,4,6,0,1,AL,SP,Y,5,2.0,4.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,858.0,858.0
22626,1,15,presencial,1,F,30,2,0,0,1,SP,BA,Y,86,1.0,1.0,N,0,715.0,0.0,1,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,486.0,486.0
22627,2,10,presencial,1,F,26,1,0,0,1,MG,MG,Y,29,1.0,26.0,N,1,476.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,MG,Y,29,0,9.0,2.0,0.0,0.0,364.0,364.0
22628,1,15,presencial,1,M,18,1,0,0,1,BA,MG,Y,32,2.0,0.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,32,0,9.0,5.0,0.0,0.0,385.0,385.0
22629,1,10,internet,1,M,37,6,0,0,1,PA,PA,Y,117,1.0,3.0,N,1,631.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,670.0,670.0
22630,1,10,internet,1,M,47,2,0,0,1,BA,SP,Y,5,1.0,6.0,N,1,830.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,857.0,857.0
22631,1,25,internet,1,M,30,1,1,0,1,PE,PE,Y,97,1.0,1.0,N,1,1100.0,0.0,1,1,0,0,0,1,1,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,531.0,531.0
22632,1,10,internet,1,F,32,1,0,0,1,RS,RS,N, ,1.0,9.0,N,1,53535.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,956.0,956.0
22633,1,20,presencial,1,F,20,2,2,0,1,PI,PE,Y,111,1.0,5.0,N,1,1500.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,563.0,563.0
22634,1,5,internet,1,M,65,5,1,0,1,AP,AP,Y,123,1.0,1.0,N,1,2400.0,700.0,0,0,0,0,0,0,0,0.0,0,Y,AP,N, ,0,,2.0,,,689.0,689.0
22635,1,25,presencial,1,M,59,2,0,0,1,SP,SP,Y,5,1.0,23.0,N,0,1520.0,439.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,615.0,615.0
22636,1,10,internet,1,F,39,1,0,0,1,MA,MA,Y,125,1.0,25.0,N,1,900.0,0.0,0,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,3.0,,,650.0,650.0
22637,2,25,internet,1,F,33,2,0,0,1,SP,SP,Y,18,1.0,5.0,N,1,1200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,135.0,135.0
22638,2,5,internet,1,F,21,1,0,0,1,PB,PB,Y,103,1.0,10.0,N,1,385.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,,,,580.0,580.0
22639,1,10,internet,1,M,38,2,0,0,1,RJ,RJ,Y,24,4.0,11.0,N,1,514.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RJ,N, ,0,13.0,2.0,,,267.0,267.0
22640,1,10,internet,1,F,43,2,0,0,1,MG,SP,Y,10,,,N,1,465.18,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,,,,113.0,113.0
22641,1,25,internet,1,F,40,1,3,0,1,MG,GO,Y,67,1.0,9.0,N,1,1000.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,746.0,746.0
22642,2,5,internet,1,F,53,2,0,0,1,CE,CE,Y,112,2.0,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,630.0,630.0
22643,1,10,presencial,1,F,36,6,0,0,1,BA,BA,Y,81,1.0,0.0,N,0,1500.0,0.0,1,1,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,438.0,438.0
22644,1,10,presencial,1,F,22,2,0,0,1,PR,RS,Y,54,1.0,2.0,N,1,792.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,N, ,0,9.0,2.0,0.0,0.0,956.0,956.0
22645,2,10,internet,1,F,19,1,0,0,1,MG,MG,Y,33,1.0,10.0,N,1,450.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,371.0,371.0
22646,1,25,presencial,1,M,36,2,0,0,1,BA,BA,Y,84,1.0,10.0,N,1,437.0,0.0,0,0,0,0,0,0,0,0.0,0,N,BA,N, ,0,,,,,456.0,456.0
22647,1,20,internet,1,M,19,6,1,0,1,MT,MT,Y,71,1.0,5.0,N,1,504.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,71,0,9.0,2.0,,,780.0,780.0
22648,1,25,correio,1,F,32,1,4,0,1,PE,PE,Y,97,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,11.0,,555.0,555.0
22649,1,5,internet,1,M,33,2,0,0,1,MA,GO,Y,69,1.0,0.0,N,1,413.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,GO,Y,69,0,9.0,2.0,,,759.0,759.0
22650,1,20,presencial,1,F,43,3,0,0,1,MA,GO,Y,67,2.0,3.0,N,1,1838.0,700.0,1,0,0,0,0,1,1,0.0,0,N, ,N, ,0,11.0,,,,748.0,748.0
22651,2,10,presencial,1,M,29,2,0,0,1,SP,SP,Y,5,1.0,3.0,N,1,1734.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,Y,5,0,0.0,0.0,0.0,0.0,526.0,526.0
22652,1,10,presencial,1,M,39,1,0,0,1,SC,SC,Y,50,1.0,4.0,N,0,974.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,881.0,881.0
22653,1,25,internet,1,F,34,2,3,0,1,RJ,RJ,Y,22,1.0,13.0,N,1,415.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,4.0,,,289.0,289.0
22654,1,25,internet,1,F,18,2,0,0,1,SP,SP,Y,5,1.0,,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,13.0,,,,813.0,813.0
22655,2,15,internet,1,F,35,1,0,0,1,CE,CE,Y,112,1.0,5.0,N,1,480.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,629.0,629.0
22656,1,5,presencial,1,F,31,2,2,0,1,SP,SP,Y,5,2.0,1.0,N,0,2600.0,0.0,1,1,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,4.0,0.0,0.0,612.0,612.0
22657,1,10,presencial,1,F,21,2,1,0,1,RJ,RJ,Y,22,1.0,4.0,N,0,600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,4.0,0.0,0.0,289.0,289.0
22658,1,15,presencial,1,M,46,2,0,0,1,SC,RS,Y,54,1.0,25.0,N,0,600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,948.0,948.0
22659,1,10,presencial,1,M,26,1,1,0,0, ,PA,Y,117,1.0,0.0,N,1,372.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,2.0,11.0,0.0,687.0,687.0
22660,1,1,internet,1,M,22,1,0,0,1,SP,SP,Y,5,1.0,,N,1,572.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,750.0,750.0
22661,1,20,internet,1,M,23,2,1,0,1,PA,PA,N, ,2.0,2.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PA,Y,120,0,10.0,2.0,,,685.0,685.0
22662,1,15,internet,1,F,71,2,0,0,1,RS,RS,Y,54,1.0,,N,1,812.35,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,935.0,935.0
22663,1,15,internet,1,M,23,6,1,0,1,PE,PE,Y,97,5.0,15.0,N,1,403.0,0.0,0,1,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,547.0,547.0
22664,1,10,internet,1,F,53,4,0,0,1,BA,BA,N, ,1.0,25.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,452.0,452.0
22665,2,10,internet,1,F,25,2,0,0,1,GO,GO,Y,67,1.0,,N,1,200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,752.0,752.0
22666,1,10,internet,1,M,21,1,0,0,1,RJ,RJ,Y,22,1.0,1.0,N,1,820.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,5.0,,,289.0,289.0
22667,1,5,internet,1,F,56,7,0,0,1,RS,RS,N, ,1.0,15.0,N,1,381.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,962.0,962.0
22668,1,15,presencial,1,F,33,2,0,0,1,RS,RS,Y,54,1.0,17.0,N,1,600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,948.0,948.0
22669,1,10,presencial,1,F,27,2,0,0,1,RS,RS,Y,58,1.0,12.0,N,0,394.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,960.0,960.0
22670,1,10,presencial,1,F,57,1,3,0,1,RS,RS,N, ,1.0,2.0,N,1,530.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,Y,54,0,9.0,2.0,0.0,0.0,944.0,944.0
22671,1,10,presencial,1,M,33,2,2,0,0, ,MG,Y,29,2.0,0.0,N,1,631.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,29,0,9.0,2.0,11.0,0.0,321.0,321.0
22672,1,10,internet,1,F,70,4,0,0,1,RS,RS,Y,54,1.0,40.0,N,1,517.51,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,911.0,911.0
22673,1,5,internet,1,M,53,1,0,0,1,SP,SP,Y,10,1.0,,N,1,986.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,113.0,113.0
22674,1,10,presencial,1,M,44,2,3,0,1,PR,PR,Y,40,1.0,31.0,N,0,1400.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,Y,40,0,9.0,4.0,0.0,0.0,818.0,818.0
22675,1,10,presencial,1,M,34,2,0,0,1,SE,SE,Y,91,1.0,15.0,N,1,1250.0,600.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,492.0,492.0
22676,2,1,presencial,1,F,58,4,0,0,1,GO,GO,Y,69,1.0,15.0,N,1,392.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,759.0,759.0
22677,1,25,presencial,1,M,32,1,0,0,1,SP,SP,Y,5,2.0,2.0,N,1,540.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,2.0,0.0,0.0,129.0,129.0
22678,1,25,presencial,1,M,37,2,0,0,0, ,SP,Y,5,1.0,0.0,N,1,637.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,9.0,2.0,11.0,0.0,588.0,588.0
22679,1,10,internet,1,M,38,1,0,0,1,BA,BA,Y,84,1.0,15.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,84,0,9.0,2.0,,,456.0,456.0
22680,1,25,presencial,1,F,48,2,0,0,1,CE,CE,Y,107,1.0,5.0,N,0,400.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,607.0,607.0
22681,1,25,presencial,1,F,34,5,0,0,1,MS,MT,Y,71,1.0,,N,1,410.0,175.0,1,0,0,0,0,1,1,0.0,0,N, ,N, ,0,9.0,5.0,,,780.0,780.0
