id_solicitante,produto_solicitado,dia_vencimento,sexo,idade,estado_civil,possui_telefone_residencial,meses_na_residencia,valor_patrimonio_pessoal_norm,profissao,ocupacao,inadimplente,idade_bin,renda_total_norm,estado_onde_nasceu,estado_onde_reside,regiao_onde_reside,regiao_onde_nasceu,origem
14645,2,10,M,46,2,Y,8.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",0.005731446707610685,GO,GO,Centro-Oeste,Centro-Oeste,treino
14646,1,20,M,63,2,N,13.0,-0.051989890358970794,0.0,1.0,1.0,"(60, 70]",-0.04190624084308735,RS,RS,Sul,Sul,treino
14647,2,15,M,30,2,Y,5.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.01618188956571041,SP,SP,Sudeste,Sudeste,treino
14648,1,25,M,27,2,Y,0.0,-0.051989890358970794,0.0,0.0,0.0,"(20, 30]",-0.03752357358842313,SP,SP,Sudeste,Sudeste,treino
14649,1,10,F,55,2,Y,20.0,-0.051989890358970794,2.0,3.0,0.0,"(50, 60]",0.19342393565736093,RN,RN,Nordeste,Nordeste,treino
14650,1,20,M,60,2,N,15.0,-0.051989890358970794,9.0,4.0,1.0,"(50, 60]",-0.05410148885606604,ES,ES,Sudeste,Sudeste,treino
14651,1,25,M,34,2,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",0.005540895957407892,SP,SP,Sudeste,Sudeste,treino
14652,1,25,M,31,2,Y,1.0,-0.051989890358970794,11.0,5.0,1.0,"(30, 40]",-0.05905580836133864,SE,SE,Nordeste,Nordeste,treino
14653,1,15,F,36,2,Y,0.0,-0.051989890358970794,,,1.0,"(30, 40]",-0.049528270851199034,MG,SP,Sudeste,Sudeste,treino
14654,1,25,M,45,2,Y,19.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",0.0025873593292646143,PR,SP,Sudeste,Sul,treino
14655,1,15,F,31,6,Y,6.0,-0.051989890358970794,,,0.0,"(30, 40]",-0.04152513934268176,RS,RS,Sul,Sul,treino
14656,1,10,F,67,5,Y,1.0,-0.051989890358970794,11.0,1.0,0.0,"(60, 70]",-0.05896053298623724,CE,CE,Nordeste,Nordeste,treino
14657,1,15,M,47,2,Y,,-0.051989890358970794,11.0,2.0,1.0,"(40, 50]",-0.05981801136214981,PB,PB,Nordeste,Nordeste,treino
14658,1,1,M,28,1,Y,3.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",0.0295502904829597,RS,RS,Sul,Sul,treino
14659,1,15,M,24,1,Y,20.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.055244793357282794,MG,MG,Sudeste,Sudeste,treino
14660,1,5,F,43,2,Y,12.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.01618188956571041,PE,PE,Nordeste,Nordeste,treino
14661,1,10,M,27,1,Y,5.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.057245576234412114,PA,PA,Norte,Norte,treino
14662,1,15,M,52,2,Y,30.0,-0.051989890358970794,0.0,1.0,1.0,"(50, 60]",-0.014085831313479697,SP,SP,Sudeste,Sudeste,treino
14663,1,10,F,65,4,Y,0.0,-0.051989890358970794,9.0,1.0,1.0,"(60, 70]",-0.06705893986985591, ,PB,Nordeste,Sem estado,treino
14664,1,5,M,42,2,Y,5.0,-0.051989890358970794,2.0,4.0,1.0,"(40, 50]",-0.05905580836133864,MT,MT,Centro-Oeste,Centro-Oeste,treino
14665,1,15,F,43,2,Y,5.0,-0.051989890358970794,12.0,,0.0,"(40, 50]",0.03707704511596999,RN,RN,Nordeste,Nordeste,treino
14666,1,15,M,30,2,N,20.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",0.0038259392055827635,AL,AL,Nordeste,Nordeste,treino
14667,1,15,F,42,4,Y,30.0,-0.051989890358970794,,,1.0,"(40, 50]",-0.04571725584714319,SC,SC,Sul,Sul,treino
14668,1,20,M,29,6,Y,30.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.03485586308558404,CE,CE,Nordeste,Nordeste,treino
14669,1,20,M,26,2,Y,,-0.051989890358970794,,,1.0,"(20, 30]",-0.04428812522062225,SP,SP,Sudeste,Sudeste,treino
14670,1,25,F,20,2,Y,,-0.051989890358970794,,,1.0,"(10, 20]",-0.055340068732384194,BA,BA,Nordeste,Nordeste,treino
14671,1,10,M,31,6,Y,3.0,-0.051989890358970794,,,1.0,"(30, 40]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,treino
14672,1,5,F,63,2,Y,10.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.05972273598704841,RN,RN,Nordeste,Nordeste,treino
14673,1,25,M,32,2,Y,12.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.057626677734817694,CE,CE,Nordeste,Nordeste,treino
14674,1,25,F,48,7,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.029329891329703067,PI,SP,Sudeste,Nordeste,treino
14675,1,20,F,71,4,Y,1.0,-0.051989890358970794,9.0,1.0,0.0,"(70, 80]",0.10119737255920953,RS,RS,Sul,Sul,treino
14676,1,10,F,42,4,Y,20.0,-0.051989890358970794,,1.0,1.0,"(40, 50]",-0.049528270851199034,CE,CE,Nordeste,Nordeste,treino
14677,1,10,F,38,7,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.059151083736440034,PI,PI,Nordeste,Nordeste,treino
14678,1,5,M,45,2,N,16.0,0.4507158242728982,,,0.0,"(40, 50]",-0.01618188956571041,SC,SC,Sul,Sul,treino
14679,1,10,F,30,2,N,5.0,-0.051989890358970794,16.0,5.0,0.0,"(20, 30]",-0.056197547108296754,RN,RN,Nordeste,Nordeste,treino
14680,1,10,M,33,1,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05248180747934231,RS,RS,Sul,Sul,treino
14681,1,10,F,72,4,Y,,-0.051989890358970794,,,0.0,"(70, 80]",-0.05905580836133864,MG,SP,Sudeste,Sudeste,treino
14682,1,20,F,36,2,Y,2.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",0.012400722964708408,AL,AL,Nordeste,Nordeste,treino
14683,1,10,M,45,2,Y,40.0,-0.051989890358970794,,,1.0,"(40, 50]",0.5296450178676815,PE,PE,Nordeste,Nordeste,treino
14684,2,10,M,39,5,Y,10.0,-0.051989890358970794,,,0.0,"(30, 40]",-0.05905580836133864,ES,ES,Sudeste,Sudeste,treino
14685,1,5,F,39,2,Y,12.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.051910155228733934,BA,BA,Nordeste,Nordeste,treino
14686,2,25,M,20,1,Y,,-0.051989890358970794,,,1.0,"(10, 20]",-0.03523696458598962,SP,SP,Sudeste,Sudeste,treino
14687,2,20,F,45,2,Y,1.0,-0.051989890358970794,9.0,,0.0,"(40, 50]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
14688,1,10,F,46,1,N,5.0,-0.051989890358970794,,,0.0,"(40, 50]",-0.03314090633375891,SP,SP,Sudeste,Sudeste,treino
14689,2,20,M,55,2,Y,19.0,-0.051989890358970794,9.0,1.0,1.0,"(50, 60]",-0.029615717455007254,MG,MG,Sudeste,Sudeste,treino
14690,1,5,M,55,5,Y,22.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",-0.04152513934268176,CE,CE,Nordeste,Nordeste,treino
14691,1,10,M,84,4,N,5.0,0.4507158242728982,9.0,1.0,1.0,"(80, 90]",-0.0017953079253996043,BA,DF,Centro-Oeste,Nordeste,treino
14692,1,10,M,36,1,Y,6.0,-0.051989890358970794,11.0,2.0,1.0,"(30, 40]",-0.026185803951356997,PE,PE,Nordeste,Nordeste,treino
14693,1,15,F,64,4,N,0.0,-0.051989890358970794,0.0,0.0,1.0,"(60, 70]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,treino
14694,1,5,M,32,1,Y,,-0.051989890358970794,,4.0,0.0,"(30, 40]",-0.03714247208801754,PE,PE,Nordeste,Nordeste,treino
14695,1,10,F,45,1,N,10.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.029044065204398877,RS,RS,Sul,Sul,treino
14696,1,10,F,25,1,Y,4.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.05905580836133864,PA,PA,Norte,Norte,treino
14697,1,1,M,45,2,Y,35.0,2.9642443974322434,10.0,2.0,0.0,"(40, 50]",-0.029806268205210047,RS,RS,Sul,Sul,treino
14698,7,15,M,53,2,N,1.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",-0.0091315118082071,RS,RS,Sul,Sul,treino
14699,1,15,F,42,4,Y,10.0,-0.051989890358970794,0.0,1.0,1.0,"(40, 50]",-0.04285899459410131,SP,PA,Norte,Sudeste,treino
14700,1,5,M,52,2,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",0.05051087300526683,RN,RN,Nordeste,Nordeste,treino
14701,1,10,F,37,1,Y,2.0,-0.051989890358970794,9.0,,0.0,"(30, 40]",-0.04285899459410131,MG,MG,Sudeste,Sudeste,treino
14702,1,15,F,63,4,Y,16.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.036951921337814754,SP,SP,Sudeste,Sudeste,treino
14703,1,10,M,45,2,Y,12.0,-0.051989890358970794,9.0,1.0,0.0,"(40, 50]",0.04689040875141378,SP,SP,Sudeste,Sudeste,treino
14704,1,5,M,83,6,N,4.0,0.19936296695696373,,1.0,1.0,"(80, 90]",-0.0647723308674224,PB,RN,Nordeste,Nordeste,treino
14705,2,10,F,51,3,Y,10.0,-0.051989890358970794,0.0,0.0,0.0,"(50, 60]",-0.03047319583091982,SP,SP,Sudeste,Sudeste,treino
14706,1,25,M,57,2,Y,,-0.051989890358970794,9.0,5.0,0.0,"(50, 60]",-0.025709427075850017,SP,SP,Sudeste,Sudeste,treino
14707,1,20,M,48,2,Y,14.0,0.4507158242728982,9.0,4.0,1.0,"(40, 50]",-0.054292039606268834,MA,MA,Nordeste,Nordeste,treino
14708,1,10,F,47,2,Y,18.0,-0.051989890358970794,9.0,1.0,0.0,"(40, 50]",0.04174553849593839,PE,SP,Sudeste,Nordeste,treino
14709,1,10,M,49,2,Y,1.0,-0.051989890358970794,11.0,5.0,0.0,"(40, 50]",-0.06879580995795435,PB,PB,Nordeste,Nordeste,treino
14710,1,10,M,25,2,Y,,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.0333314570839617,SP,SP,Sudeste,Sudeste,treino
14711,1,10,M,23,1,Y,6.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.056197547108296754,PA,PA,Norte,Norte,treino
14712,1,25,F,20,2,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.05362511198055906,MG,SP,Sudeste,Sudeste,treino
14713,1,10,M,37,2,N,10.0,1.280180253415482,9.0,2.0,1.0,"(30, 40]",-0.06629673686904473,TO,GO,Centro-Oeste,Norte,treino
14714,1,1,F,22,1,Y,7.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.057150300859310714,CE,CE,Nordeste,Nordeste,treino
14715,1,15,M,25,2,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.0575314023597163,BA,BA,Nordeste,Nordeste,treino
14716,1,15,M,51,1,Y,1.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",-0.002748061676413565,PE,PE,Nordeste,Nordeste,treino
14717,1,15,F,22,1,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.057150300859310714,CE,CE,Nordeste,Nordeste,treino
14718,1,15,F,71,2,Y,40.0,-0.051989890358970794,9.0,1.0,1.0,"(70, 80]",-0.042763719218999914,CE,CE,Nordeste,Nordeste,treino
14719,1,25,M,65,1,N,6.0,-0.051989890358970794,,,1.0,"(60, 70]",0.6125403107284022,PB,PE,Nordeste,Nordeste,treino
14720,1,25,F,60,2,Y,6.0,-0.051989890358970794,,,0.0,"(50, 60]",-0.05905580836133864,BA,PE,Nordeste,Nordeste,treino
14721,1,10,M,61,2,Y,10.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",0.06384942551946228,SP,SP,Sudeste,Sudeste,treino
14722,1,20,F,56,2,Y,8.0,-0.051989890358970794,9.0,5.0,0.0,"(50, 60]",-0.05905580836133864,PE,PE,Nordeste,Nordeste,treino
14723,1,10,F,29,1,Y,3.0,-0.051989890358970794,9.0,4.0,1.0,"(20, 30]",-0.03523696458598962,AL,SP,Sudeste,Nordeste,treino
14724,2,10,M,40,2,Y,0.0,-0.051989890358970794,0.0,0.0,1.0,"(30, 40]",-0.03523696458598962,SP,SP,Sudeste,Sudeste,treino
14725,1,10,F,18,2,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.04476450209612923,SP,SP,Sudeste,Sudeste,treino
14726,1,25,F,36,2,Y,0.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.06429595399191543, ,RJ,Sudeste,Sem estado,treino
14727,1,15,F,44,1,Y,1.0,0.5763922529308655,9.0,4.0,1.0,"(40, 50]",-0.011418120810640607,MA,GO,Centro-Oeste,Nordeste,treino
14728,1,15,F,29,1,Y,4.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.04676528497325855,MG,MG,Sudeste,Sudeste,treino
14729,1,1,F,29,2,Y,6.0,-0.051989890358970794,2.0,4.0,1.0,"(20, 30]",0.19342393565736093,SC,SC,Sul,Sul,treino
14730,1,10,F,40,1,Y,15.0,-0.051989890358970794,2.0,4.0,0.0,"(30, 40]",0.021928260474848017,MA,CE,Nordeste,Nordeste,treino
14731,1,5,F,27,0,Y,0.0,-0.051989890358970794,11.0,2.0,0.0,"(20, 30]",-0.0647723308674224, ,BA,Nordeste,Sem estado,treino
14732,1,10,M,46,1,Y,8.0,-0.051989890358970794,11.0,,0.0,"(40, 50]",0.05260693125749755,RJ,RJ,Sudeste,Sudeste,treino
14733,1,5,M,45,2,Y,6.0,-0.051989890358970794,,,0.0,"(40, 50]",-0.058103054610324674,CE,CE,Nordeste,Nordeste,treino
14734,1,25,M,28,1,Y,,-0.051989890358970794,9.0,,1.0,"(20, 30]",-0.05200543060383533,GO,GO,Centro-Oeste,Centro-Oeste,treino
14735,1,10,M,36,2,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.02532832557544443,SP,SP,Sudeste,Sudeste,treino
14736,1,1,M,58,1,Y,12.0,-0.051989890358970794,9.0,1.0,1.0,"(50, 60]",-0.032950355583556114,AC,AC,Norte,Norte,treino
14737,1,5,M,37,2,Y,3.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",0.41367202027925815,SP,RO,Norte,Sudeste,treino
14738,1,10,F,46,2,Y,10.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",0.07175728165287816,MG,MG,Sudeste,Sudeste,treino
14739,1,25,F,43,2,Y,10.0,-0.051989890358970794,9.0,4.0,1.0,"(40, 50]",-0.03237870333294774,PR,PR,Sul,Sul,treino
14740,2,15,M,27,2,Y,1.0,-0.051989890358970794,9.0,0.0,1.0,"(20, 30]",-0.01904015081875229,SP,SP,Sudeste,Sudeste,treino
14741,1,25,M,39,3,Y,39.0,-0.051989890358970794,,,0.0,"(30, 40]",0.1303840309677712,SP,SP,Sudeste,Sudeste,treino
14742,1,25,F,19,1,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.029520442079905857,RS,RS,Sul,Sul,treino
14743,1,20,M,54,2,Y,17.0,-0.051989890358970794,,,1.0,"(50, 60]",-0.01618188956571041,SP,SP,Sudeste,Sudeste,treino
14744,2,10,F,37,2,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.05943690986174422,MG,MG,Sudeste,Sudeste,treino
14745,1,5,F,30,1,Y,12.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.028377137578689107,AM,AM,Norte,Norte,treino
14746,7,25,F,52,1,Y,0.0,-0.051989890358970794,,1.0,0.0,"(50, 60]",-0.03209859373014963,BA,BA,Nordeste,Nordeste,treino
14747,1,10,F,45,1,Y,38.0,-0.051989890358970794,11.0,5.0,0.0,"(40, 50]",-0.03523696458598962,RJ,RJ,Sudeste,Sudeste,treino
14748,1,10,M,32,1,Y,10.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",0.007160577334131626,RS,RS,Sul,Sul,treino
14749,1,10,M,56,2,Y,27.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",0.002777910079467407,PE,PE,Nordeste,Nordeste,treino
14750,1,15,F,57,2,Y,36.0,-0.051989890358970794,9.0,4.0,1.0,"(50, 60]",-0.025709427075850017,RS,RS,Sul,Sul,treino
14751,1,10,F,39,1,Y,10.0,-0.051989890358970794,,,1.0,"(30, 40]",-0.03380783395946868,CE,RR,Norte,Nordeste,treino
14752,2,15,F,42,5,Y,6.0,-0.051989890358970794,,,0.0,"(40, 50]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
14753,1,10,M,23,1,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.057150300859310714,PE,PE,Nordeste,Nordeste,treino
14754,1,15,F,52,2,N,,-0.051989890358970794,,,0.0,"(50, 60]",0.025739275478903857,RS,RS,Sul,Sul,treino
14755,2,10,M,71,2,Y,14.0,-0.051989890358970794,13.0,1.0,0.0,"(70, 80]",-0.056197547108296754,BA,BA,Nordeste,Nordeste,treino
14756,2,20,M,31,2,Y,30.0,-0.051989890358970794,,,0.0,"(30, 40]",0.05413133725911989,MG,MG,Sudeste,Sudeste,treino
14757,1,15,F,40,2,Y,0.0,-0.051989890358970794,11.0,2.0,0.0,"(30, 40]",-0.04000073334105943,CE,CE,Nordeste,Nordeste,treino
14758,2,25,F,36,1,Y,,-0.051989890358970794,2.0,4.0,1.0,"(30, 40]",-0.0695360996224922,SP,SP,Sudeste,Sudeste,treino
14759,1,20,M,28,2,Y,17.0,-0.051989890358970794,0.0,0.0,1.0,"(20, 30]",0.0028731854545688026,MG,MG,Sudeste,Sudeste,treino
14760,1,10,F,39,1,Y,15.0,-0.051989890358970794,9.0,3.0,1.0,"(30, 40]",-0.04667000959815715,SP,SP,Sudeste,Sudeste,treino
14761,1,1,F,34,2,Y,1.0,-0.051989890358970794,0.0,4.0,0.0,"(30, 40]",-0.03523696458598962,MG,MG,Sudeste,Sudeste,treino
14762,1,5,F,68,2,N,25.0,-0.051989890358970794,0.0,1.0,1.0,"(60, 70]",0.007636954209638606,PA,PA,Norte,Norte,treino
14763,1,15,F,33,2,N,33.0,-0.051989890358970794,8.0,3.0,0.0,"(30, 40]",-0.06067548973806237,RS,RS,Sul,Sul,treino
14764,1,5,M,32,2,Y,9.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",0.010114113962274903,BA,CE,Nordeste,Nordeste,treino
14765,1,10,F,67,1,N,1.0,-0.051989890358970794,11.0,1.0,0.0,"(60, 70]",-0.05610227173319536,AP,AP,Norte,Norte,treino
14766,1,20,F,52,1,Y,8.0,-0.051989890358970794,9.0,4.0,1.0,"(50, 60]",0.05051087300526683,SP,SP,Sudeste,Sudeste,treino
14767,1,15,M,31,2,Y,1.0,-0.051989890358970794,9.0,1.0,0.0,"(30, 40]",0.03145579798498762,PE,PE,Nordeste,Nordeste,treino
14768,1,15,F,25,1,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",0.012400722964708408,PE,SP,Sudeste,Nordeste,treino
14769,1,5,F,51,5,Y,30.0,-0.051989890358970794,9.0,1.0,1.0,"(50, 60]",-0.04838496634998228,CE,CE,Nordeste,Nordeste,treino
14770,1,15,F,55,3,Y,10.0,-0.051989890358970794,10.0,1.0,0.0,"(50, 60]",-0.07067940412370896,PB,PB,Nordeste,Nordeste,treino
14771,2,15,F,34,2,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.05848415611073026,MG,MG,Sudeste,Sudeste,treino
14772,1,10,F,38,1,Y,2.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",-0.058103054610324674,RS,RS,Sul,Sul,treino
14773,1,20,M,36,1,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.024089745699126284,BA,SP,Sudeste,Nordeste,treino
14774,2,5,F,27,2,Y,2.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.011418120810640607,SP,SP,Sudeste,Sudeste,treino
14775,1,10,F,53,2,N,19.0,0.19936296695696373,9.0,3.0,1.0,"(50, 60]",-0.0018905833005010005,RS,RS,Sul,Sul,treino
14776,2,10,M,20,1,N,1.0,-0.051989890358970794,9.0,2.0,0.0,"(10, 20]",-0.05410148885606604,TO,TO,Norte,Norte,treino
14777,1,15,M,27,2,Y,15.0,-0.051989890358970794,9.0,5.0,0.0,"(20, 30]",-0.02418502107422768,SP,SP,Sudeste,Sudeste,treino
14778,1,10,F,51,2,Y,0.0,-0.051989890358970794,0.0,0.0,0.0,"(50, 60]",-0.04924244472589484,SP,SP,Sudeste,Sudeste,treino
14779,1,5,M,66,2,Y,7.0,-0.051989890358970794,,1.0,0.0,"(60, 70]",-0.05896148573998825,ES,MG,Sudeste,Sudeste,treino
14780,1,5,F,51,2,Y,15.0,-0.051989890358970794,9.0,4.0,1.0,"(50, 60]",-0.03523696458598962,BA,BA,Nordeste,Nordeste,treino
14781,1,5,F,36,2,Y,11.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.039810182590856634,BA,BA,Nordeste,Nordeste,treino
14782,1,5,F,34,1,N,,-0.051989890358970794,,,1.0,"(30, 40]",-0.03714247208801754,RS,RS,Sul,Sul,treino
14783,2,10,M,45,2,Y,,-0.051989890358970794,,,1.0,"(40, 50]",0.07718797803365773,SP,SP,Sudeste,Sudeste,treino
14784,1,5,F,28,2,Y,1.0,-0.051989890358970794,0.0,0.0,0.0,"(20, 30]",-0.006654352055570804,ES,ES,Sudeste,Sudeste,treino
14785,1,10,M,54,2,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",-0.031044848081528194, ,BA,Nordeste,Sem estado,treino
14786,1,10,F,21,1,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.0333314570839617,PR,PR,Sul,Sul,treino
14787,1,25,F,47,2,Y,5.0,0.325039395614931,9.0,2.0,0.0,"(40, 50]",-0.050004647726706014,SC,SC,Sul,Sul,treino
14788,1,5,F,57,1,N,45.0,-0.051989890358970794,9.0,1.0,1.0,"(50, 60]",0.07203072197941915,MA,MA,Nordeste,Nordeste,treino
14789,1,10,M,42,2,Y,15.0,-0.051989890358970794,0.0,0.0,0.0,"(40, 50]",-0.04667000959815715,PR,PR,Sul,Sul,treino
14790,1,15,F,59,2,N,30.0,-0.051989890358970794,9.0,1.0,1.0,"(50, 60]",0.05908565676439248,SP,SP,Sudeste,Sudeste,treino
14791,2,25,F,25,1,Y,4.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
14792,1,25,F,41,2,Y,5.0,-0.051989890358970794,2.0,4.0,1.0,"(40, 50]",-0.049528270851199034,MA,PE,Nordeste,Nordeste,treino
14793,2,10,F,46,2,Y,46.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.05114795222792277,SP,SP,Sudeste,Sudeste,treino
14794,1,15,M,28,1,Y,28.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.052238855272833756,RJ,RJ,Sudeste,Sudeste,treino
14795,1,15,M,26,1,Y,3.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.047051111098562734,CE,CE,Nordeste,Nordeste,treino
14796,1,25,F,42,5,Y,8.0,-0.051989890358970794,9.0,4.0,0.0,"(40, 50]",-0.03237870333294774,PR,PR,Sul,Sul,treino
14797,1,15,M,18,1,Y,18.0,-0.051989890358970794,9.0,2.0,0.0,"(10, 20]",-0.060103837487453994,SC,SC,Sul,Sul,treino
14798,1,25,F,21,2,Y,4.0,-0.051989890358970794,9.0,4.0,1.0,"(20, 30]",-0.04343064684470968,RJ,RJ,Sudeste,Sudeste,treino
14799,1,15,M,31,2,Y,5.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",0.01964165147241451,SP,SP,Sudeste,Sudeste,treino
14800,1,5,M,32,1,Y,8.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",0.007636954209638606,RN,RN,Nordeste,Nordeste,treino
14801,2,10,F,35,2,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.06381957711640844,MG,MG,Sudeste,Sudeste,treino
14802,1,5,M,32,1,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.04358308744487192,AM,AM,Norte,Norte,treino
14803,1,10,F,40,2,Y,7.0,-0.051989890358970794,9.0,1.0,1.0,"(30, 40]",-0.054292039606268834,MG,DF,Centro-Oeste,Sudeste,treino
14804,7,10,M,22,2,Y,12.0,-0.051989890358970794,9.0,5.0,0.0,"(20, 30]",-0.051910155228733934,PR,SC,Sul,Sul,treino
14805,1,25,F,47,1,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.050385749227111594,RN,RN,Nordeste,Nordeste,treino
14806,1,5,F,46,1,Y,11.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",0.1359728844712191,MA,DF,Centro-Oeste,Nordeste,treino
14807,1,1,F,33,1,Y,14.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,treino
14808,1,15,M,35,2,Y,30.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.04667000959815715,PR,PR,Sul,Sul,treino
14809,2,10,F,35,2,Y,20.0,0.5763922529308655,9.0,2.0,1.0,"(30, 40]",-0.025709427075850017,BA,BA,Nordeste,Nordeste,treino
14810,1,10,F,33,2,Y,,-0.051989890358970794,,,1.0,"(30, 40]",-0.06381957711640844,CE,CE,Nordeste,Nordeste,treino
14811,1,10,F,50,2,Y,3.0,-0.051989890358970794,0.0,0.0,0.0,"(40, 50]",-0.025709427075850017,CE,CE,Nordeste,Nordeste,treino
14812,1,15,M,42,2,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",0.0037306638304813672,RS,RS,Sul,Sul,treino
14813,1,15,M,43,1,Y,1.0,-0.051989890358970794,,,1.0,"(40, 50]",-0.03775032898116445,PE,PE,Nordeste,Nordeste,treino
14814,2,15,F,38,0,N,0.0,-0.051989890358970794,7.0,2.0,0.0,"(30, 40]",-0.04009600871616082, ,MG,Sudeste,Sem estado,treino
14815,1,20,M,35,1,Y,1.0,-0.051989890358970794,9.0,4.0,0.0,"(30, 40]",-0.0695360996224922,PE,PE,Nordeste,Nordeste,treino
14816,1,5,M,54,5,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(50, 60]",-0.04285899459410131,AL,AL,Nordeste,Nordeste,treino
14817,1,10,F,56,2,N,32.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",-0.05905580836133864,RS,RS,Sul,Sul,treino
14818,1,15,M,38,2,Y,8.0,-0.051989890358970794,2.0,,1.0,"(30, 40]",-0.04908238209572449,GO,GO,Centro-Oeste,Centro-Oeste,treino
14819,1,10,F,56,2,N,16.0,0.500986395736085,9.0,1.0,0.0,"(50, 60]",-0.05905580836133864,PI,TO,Norte,Nordeste,treino
14820,1,25,F,61,1,Y,30.0,-0.051989890358970794,9.0,,0.0,"(60, 70]",-0.025709427075850017,BA,RJ,Sudeste,Nordeste,treino
