id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha,inadimplente
8034,1,5,internet,1,M,48,2,0,0,1,PB,RN,Y,105,1.0,1.0,N,1,699.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,591.0,591.0,0
8035,1,20,internet,1,F,18,6,0,0,1,SP,SP,Y,12,2.0,,N,1,537.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,12,0,,2.0,,,172.0,172.0,1
8036,1,25,presencial,1,F,35,2,0,0,1,SP,SP,Y,5,1.0,35.0,N,1,279.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,828.0,828.0,0
8037,1,15,presencial,1,F,18,1,0,0,1,ES,ES,Y,25,1.0,16.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,Y,25,0,10.0,2.0,0.0,0.0,290.0,290.0,1
8038,1,5,internet,1,M,27,2,1,0,1,PI,GO,Y,66,5.0,1.0,N,1,642.19,0.0,1,1,0,0,0,0,0,0.0,0,Y,DF,Y,66,0,4.0,2.0,,,728.0,728.0,1
8039,7,10,internet,1,M,74,1,0,0,1,MS,MS,N, ,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,795.0,795.0,1
8040,7,15,presencial,1,M,73,1,1,0,0, ,BA,Y,81,1.0,0.0,N,1,351.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,1.0,11.0,0.0,411.0,411.0,1
8041,1,15,correio,1,F,38,1,0,0,1,PA,PA,N, ,1.0,1.0,N,1,519.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PA,N, ,0,9.0,2.0,11.0,,686.0,686.0,1
8042,1,15,internet,1,F,52,2,0,0,1,PE,PE,Y,97,1.0,24.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,509.0,509.0,1
8043,1,10,internet,1,M,31,2,2,0,1,SP,SP,Y,5,1.0,30.0,N,1,1670.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,5.0,,,606.0,606.0,1
8044,1,25,presencial,1,F,38,2,5,0,1,RN,RN,N, ,1.0,7.0,N,1,300.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,591.0,591.0,1
8045,1,10,internet,1,F,54,2,0,0,1,RS,RS,Y,62,1.0,30.0,N,1,312.15,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,13.0,2.0,,,977.0,977.0,0
8046,1,10,internet,1,F,54,2,0,0,1,AL,PR,Y,43,1.0,14.0,N,1,370.4,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,866.0,866.0,0
8047,1,15,internet,1,F,34,1,0,0,1,PE,SP,Y,5,,,N,1,884.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,,,,284.0,284.0,0
8048,1,5,presencial,1,M,20,1,1,0,1,PA,PA,Y,120,1.0,9.0,N,1,1509.0,0.0,0,0,0,0,0,1,1,90000.0,1,N, ,N, ,0,11.0,2.0,11.0,0.0,685.0,685.0,1
8049,2,5,presencial,1,M,35,1,3,0,1,BA,BA,Y,84,5.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,454.0,454.0,1
8050,1,15,internet,1,F,48,3,0,0,1,BA,MS,Y,75,1.0,3.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,790.0,790.0,0
8051,1,5,internet,1,F,37,2,0,0,1,TO,GO,Y,67,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,1.0,,,749.0,749.0,1
8052,1,10,internet,1,M,33,1,0,0,1,BA,BA,Y,84,,,N,1,1625.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,456.0,456.0,1
8053,1,25,correio,1,M,27,1,0,0,1,PA,PA,N, ,5.0,1.0,N,1,385.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,11.0,,681.0,681.0,1
8054,1,10,presencial,1,F,49,2,6,0,1,GO,PA,Y,120,1.0,3.0,N,0,1158.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,1.0,0.0,0.0,685.0,685.0,0
8055,1,10,presencial,1,F,32,2,2,0,1,CE,CE,Y,107,1.0,1.0,N,1,2200.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,11.0,2.0,11.0,,627.0,627.0,0
8056,2,15,internet,1,F,25,1,0,0,1,BA,BA,Y,81,1.0,5.0,N,1,430.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,81,0,9.0,,,,427.0,427.0,0
8057,1,5,internet,1,M,31,1,0,0,1,CE,CE,Y,107,,,N,1,487.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,N, ,0,9.0,,,,608.0,608.0,0
8058,1,15,presencial,1,M,22,0,2,0,0, ,PA,Y,117,1.0,0.0,N,1,418.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,N, ,0,9.0,2.0,11.0,0.0,686.0,686.0,0
8059,1,10,internet,1,F,44,1,3,0,1,PB,PB,N, ,1.0,5.0,N,1,361.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PB,Y,103,0,9.0,5.0,,,581.0,581.0,0
8060,1,10,internet,1,F,50,2,4,0,1,BA,SP,Y,5,1.0,30.0,N,1,420.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,4.0,,,726.0,726.0,0
8061,1,15,internet,1,F,73,2,0,0,1,PB,PB,Y,103,1.0,36.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,581.0,581.0,1
8062,1,10,internet,1,M,23,1,0,0,1,PR,PR,Y,40,5.0,3.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PR,Y,40,0,9.0,2.0,,,838.0,838.0,0
8063,1,10,internet,1,F,70,2,0,0,1,PE,PE,Y,97,,,N,1,393.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,507.0,507.0,0
8064,1,5,internet,1,F,39,2,3,0,1,BA,SP,Y,10,1.0,1.0,N,1,2798.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,113.0,113.0,0
8065,1,10,presencial,1,F,25,1,0,0,1,RS,RS,Y,61,1.0,6.0,N,0,460.0,0.0,0,0,0,0,0,0,0,90000.0,1,Y,RS,Y,61,0,9.0,2.0,0.0,0.0,990.0,990.0,0
8066,1,15,presencial,1,F,33,2,1,0,0, ,CE,Y,107,2.0,0.0,N,1,210.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,11.0,4.0,11.0,0.0,619.0,619.0,1
8067,1,10,internet,1,F,61,4,0,0,1,RS,RS,Y,58,1.0,41.0,N,1,156.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,960.0,960.0,0
8068,1,20,internet,1,F,43,2,1,0,1,PA,PA,Y,117,1.0,17.0,N,1,500.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,672.0,672.0,1
8069,7,10,internet,1,F,55,4,0,0,1,PE,GO,N, ,1.0,,N,1,840.0,402.0,0,0,0,0,0,0,0,30000.0,0,N, ,N, ,0,9.0,1.0,,,749.0,749.0,1
8070,1,10,internet,1,M,26,1,0,0,1,PA,PA,Y,120,1.0,7.0,N,1,200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,684.0,684.0,0
8071,1,10,internet,1,F,54,2,4,0,1,AL,AL,Y,100,2.0,1.0,N,1,320.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,570.0,570.0,0
8072,1,25,presencial,1,F,31,2,0,0,1,AL,PE,Y,97,1.0,10.0,N,0,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,547.0,547.0,0
8073,1,10,internet,1,F,41,7,0,0,1,PI,CE,Y,107,0.0,0.0,N,1,550.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,4.0,,,608.0,608.0,1
8074,1,25,internet,1,F,39,1,0,0,1,PA,PA,Y,117,1.0,5.0,N,1,350.0,0.0,0,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,670.0,670.0,1
8075,1,10,presencial,1,F,18,1,0,0,1,SP,SP,Y,5,1.0,18.0,N,1,477.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,9.0,2.0,0.0,0.0,577.0,577.0,1
8076,1,20,presencial,1,F,38,4,0,0,1,SP,RJ,Y,22,1.0,12.0,N,0,510.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,289.0,289.0,0
8077,1,20,presencial,1,M,56,4,0,0,1,MG,SP,Y,5,5.0,0.0,N,0,800.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,740.0,740.0,1
8078,2,10,presencial,1,F,62,2,0,0,1,PB,PB,Y,103,1.0,10.0,N,0,600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,583.0,583.0,0
8079,1,10,presencial,1,F,50,2,4,0,1,MT,MT,Y,71,1.0,23.0,N,1,400.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,5.0,,,784.0,784.0,0
8080,1,10,internet,1,M,47,2,0,0,1,MT,MT,Y,71,1.0,16.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,780.0,780.0,1
8081,1,10,internet,1,F,44,2,0,0,1,PE,PE,Y,97,1.0,19.0,N,1,300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,543.0,543.0,1
8082,1,10,internet,1,M,38,1,0,0,1,MT,MT,Y,71,1.0,30.0,N,1,2488.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,71,0,9.0,,,,781.0,781.0,0
8083,1,25,presencial,1,F,28,1,3,0,1,MG,RJ,Y,22,1.0,9.0,N,0,550.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,289.0,289.0,1
8084,1,10,presencial,1,F,54,2,0,0,0, ,MT,Y, ,1.0,1.0,N,1,423.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,11.0,0.0,780.0,780.0,0
8085,1,10,presencial,1,F,34,2,0,0,1,PA,PA,N, ,5.0,5.0,N,0,402.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,N, ,0,9.0,2.0,0.0,0.0,685.0,685.0,1
8086,1,10,presencial,1,F,69,4,0,0,1,AL,AL,Y,100,0.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,574.0,574.0,1
8087,1,20,internet,1,M,21,2,0,0,1,PI,PI,Y,110,1.0,6.0,N,1,1049.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,640.0,640.0,0
8088,1,1,presencial,1,M,57,2,2,0,1,PA,PA,N, ,1.0,20.0,N,1,588.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,2.0,0.0,0.0,672.0,672.0,1
8089,1,1,presencial,1,M,23,2,0,0,1,AL,AL,Y,100,1.0,2.0,N,0,500.0,0.0,0,0,0,0,0,1,1,13000.0,1,Y,AL,N, ,0,12.0,2.0,16.0,3.0,572.0,572.0,1
8090,1,20,internet,1,F,49,1,3,0,1,PB,PB,N, ,2.0,4.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,586.0,586.0,0
8091,1,25,internet,1,M,32,2,0,0,1,SP,SP,Y,5,1.0,,N,1,781.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,750.0,750.0,0
8092,1,5,internet,1,F,70,2,0,0,1,PB,RN,N, ,1.0,6.0,N,1,351.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,590.0,590.0,0
8093,1,10,presencial,1,F,29,1,2,0,1,RS,RS,Y,54,1.0,3.0,N,1,416.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,RS,Y,54,0,9.0,2.0,0.0,0.0,908.0,908.0,1
8094,2,10,presencial,1,M,80,2,0,0,1,PE,SP,N, ,1.0,10.0,N,0,448.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,147.0,147.0,0
8095,1,10,presencial,1,F,47,2,0,0,1,RS,RS,Y,54,1.0,10.0,N,0,300.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,N, ,0,9.0,5.0,0.0,0.0,956.0,956.0,0
8096,1,10,internet,1,M,49,2,0,0,1,RS,RS,Y,54,1.0,10.0,N,1,1699.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,932.0,932.0,0
8097,2,15,presencial,1,F,59,4,0,0,1,PB,PB,Y,103,1.0,7.0,N,0,3500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,581.0,581.0,0
8098,1,5,presencial,1,F,28,2,1,0,0, ,RS,Y,54,1.0,0.0,N,1,526.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,Y,54,0,9.0,2.0,11.0,0.0,931.0,931.0,1
8099,1,10,internet,1,F,50,1,0,0,1,PA,PA,Y,117,1.0,30.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,661.0,661.0,0
8100,1,25,internet,1,M,21,1,0,0,1,BA,BA,Y,84,1.0,18.0,N,1,370.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,84,0,9.0,2.0,,,452.0,452.0,1
8101,1,15,internet,1,F,32,1,1,0,1,PA,PA,Y,120,1.0,10.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,,,,684.0,684.0,0
8102,1,10,presencial,1,F,34,4,0,0,1,PE,PE,Y,97,1.0,25.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,510.0,510.0,1
8103,1,10,internet,1,F,69,2,0,0,1,CE,CE,Y,107,1.0,3.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,107,0,9.0,1.0,,,603.0,603.0,0
8104,1,25,internet,1,M,31,1,1,0,1,MG,MG,Y,30,1.0,,N,1,1766.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,30,0,8.0,,,,360.0,360.0,1
8105,1,10,presencial,1,F,29,1,0,0,1,DF,DF,Y,66,1.0,11.0,N,0,864.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,726.0,726.0,0
8106,2,10,internet,1,F,41,1,3,0,1,MG,ES,Y,25,1.0,4.0,N,1,779.49,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,290.0,290.0,1
8107,1,10,presencial,1,F,49,2,0,0,1,RS,RS,N, ,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,961.0,961.0,0
8108,1,5,internet,1,F,31,2,0,0,1,PB,PE,Y,97,1.0,3.0,N,1,211.0,0.0,0,0,0,0,0,0,0,23000.0,0,Y,PE,Y,97,0,9.0,,,2.0,547.0,547.0,1
8109,1,10,correio,1,M,71,2,1,0,1,RN,RN,Y,105,1.0,1.0,N,1,1078.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,590.0,590.0,0
8110,1,10,internet,1,F,38,2,2,0,1,PE,PE,N, ,1.0,9.0,N,1,1287.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,5.0,,,558.0,558.0,0
8111,1,10,presencial,1,F,37,3,2,0,1,CE,CE,Y,107,1.0,2.0,N,0,2800.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,604.0,604.0,1
8112,1,20,internet,1,M,34,2,1,0,1,RS,RS,N, ,2.0,1.0,N,1,664.52,0.0,1,0,0,0,0,0,0,0.0,0,Y,RS,Y,58,0,9.0,2.0,,,960.0,960.0,1
8113,1,15,internet,1,F,58,2,0,0,1,CE,DF,Y,66,2.0,,N,1,284.0,400.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,4.0,,,722.0,722.0,0
8114,1,20,presencial,1,M,70,2,2,0,1,PE,PE,Y,97,1.0,2.0,N,0,974.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,513.0,513.0,0
8115,1,15,presencial,1,F,28,1,0,0,1,RS,RS,Y,58,0.0,0.0,N,1,424.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,11.0,0.0,961.0,961.0,0
8116,1,10,internet,1,F,26,1,0,0,1,CE,CE,Y,107,1.0,26.0,N,1,1712.0,0.0,1,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,4.0,,,619.0,619.0,1
8117,1,10,presencial,1,M,45,2,3,0,1,MG,PR,Y,40,1.0,14.0,N,0,1580.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,N, ,0,9.0,2.0,9.0,3.0,837.0,837.0,0
8118,1,10,presencial,1,M,25,2,0,0,1,SP,SP,Y,5,1.0,20.0,N,1,350.0,0.0,1,1,1,1,0,0,0,0.0,0,N, ,N, ,0,9.0,,,,662.0,662.0,1
8119,1,10,presencial,1,F,25,1,0,0,1,AP,AP,Y,123,1.0,25.0,N,0,906.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,689.0,689.0,1
8120,1,15,internet,2,M,24,1,0,0,1,BA,BA,Y,86,1.0,20.0,N,1,327.54,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,N, ,0,9.0,2.0,,,483.0,483.0,0
8121,2,10,presencial,1,F,32,2,4,0,1,BA,BA,Y,84,1.0,,N,1,470.0,0.0,0,0,0,0,0,1,1,0.0,0,Y, ,N, ,0,9.0,2.0,,,452.0,452.0,1
8122,1,10,internet,1,F,44,1,0,0,1,MG,RJ,Y,20,1.0,6.0,N,1,252.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,20,0,9.0,4.0,,,218.0,218.0,0
8123,1,10,internet,1,M,37,2,0,0,1,SE,SE,Y,91,1.0,15.0,N,1,600.0,350.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,492.0,492.0,0
8124,1,20,presencial,1,M,41,1,2,0,1,MG,PA,N, ,5.0,4.0,N,1,660.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,N, ,0,9.0,2.0,0.0,0.0,685.0,685.0,1
8125,1,25,internet,1,F,43,1,0,0,1,MG,SP,Y,5,2.0,5.0,N,1,750.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,,,,855.0,855.0,1
8126,1,5,internet,1,F,47,2,0,0,1,CE,CE,Y,107,1.0,42.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,617.0,617.0,1
8127,1,10,presencial,1,M,42,1,0,0,1,BA,BA,Y,84,1.0,8.0,N,0,520.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,458.0,458.0,1
8128,1,10,presencial,1,F,26,2,2,0,1,MA,DF,Y,66,1.0,3.0,N,1,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,715.0,715.0,1
8129,1,10,internet,1,F,49,7,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,600.0,600.0,1
8130,1,10,internet,1,M,18,1,0,0,1,SP,SP,Y,5,1.0,6.0,N,1,581.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,129.0,129.0,0
8131,2,10,internet,1,F,55,2,0,0,1,BA,SP,N, ,1.0,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,118.0,118.0,1
8132,1,25,internet,1,F,50,1,2,0,1,ES,ES,Y,27,2.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,295.0,295.0,0
8133,1,15,internet,1,F,29,2,0,0,1,PE,PE,Y,111,2.0,2.0,N,1,600.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,552.0,552.0,0
8134,1,25,internet,1,F,62,7,0,0,1,SP,SP,Y,5,5.0,1.0,N,1,350.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,603.0,603.0,0
8135,1,10,internet,1,M,24,2,0,0,1,AM,PA,N, ,1.0,1.0,N,1,405.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,11.0,,684.0,684.0,1
8136,1,10,presencial,1,F,54,1,0,0,1,RS,RS,Y,58,1.0,48.0,N,1,400.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,960.0,960.0,0
8137,1,5,internet,1,F,65,1,0,0,1,PE,PE,Y,97,1.0,24.0,N,1,732.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,N, ,0,9.0,2.0,,,534.0,534.0,0
8138,2,20,internet,1,F,29,2,5,0,1,SP,SP,Y,9,1.0,0.0,N,1,273.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,125.0,125.0,0
8139,1,10,presencial,1,F,27,1,0,0,1,MG,MG,Y,29,1.0,23.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,29,0,9.0,5.0,0.0,0.0,364.0,364.0,0
8140,1,10,presencial,1,F,31,1,0,0,1,SC,SC,Y,48,5.0,0.0,N,1,410.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,892.0,892.0,1
8141,1,25,internet,1,F,43,2,0,0,1,RS,RS,N, ,1.0,8.0,N,1,600.0,850.0,1,1,0,0,0,0,0,17.0,1,Y,RS,Y,54,0,9.0,4.0,,,933.0,933.0,0
8142,2,25,presencial,1,F,52,1,1,0,1,SP,SP,Y,10,1.0,6.0,N,1,500.0,0.0,0,0,0,0,0,1,1,19000.0,0,N, ,N, ,0,,,,,113.0,113.0,1
8143,1,10,internet,1,F,22,1,0,0,1,MG,MG,Y,29,1.0,5.0,N,1,373.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,29,0,9.0,5.0,,,365.0,365.0,1
8144,2,15,internet,1,F,52,2,0,0,1,AL,SP,Y,12,1.0,1.0,N,1,1000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,172.0,172.0,0
8145,1,5,presencial,1,M,30,2,2,0,0, ,CE,Y,112,1.0,3.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,11.0,0.0,639.0,639.0,1
8146,1,10,presencial,1,M,41,2,0,0,1,BA,SP,Y,5,1.0,0.0,N,0,389.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,9.0,2.0,0.0,0.0,644.0,644.0,0
8147,1,1,presencial,1,M,33,1,0,0,0, ,SP,Y,5,2.0,0.0,N,1,2180.0,0.0,0,1,0,0,0,0,0,0.0,1,Y,SP,Y,5,0,10.0,2.0,11.0,0.0,579.0,579.0,1
8148,1,10,internet,1,F,40,2,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,365.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,607.0,607.0,1
8149,1,10,internet,1,M,34,2,3,0,1,CE,SP,Y,5,2.0,21.0,N,1,762.0,0.0,1,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,398.0,398.0,1
8150,1,10,correio,1,M,76,1,5,0,1,CE,CE,Y,112,1.0,1.0,N,1,248.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,1.0,11.0,,639.0,639.0,0
8151,1,15,presencial,1,F,36,2,0,0,1,SP,SP,Y,18,1.0,,N,1,1258.0,0.0,1,1,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,139.0,139.0,0
8152,1,1,internet,1,F,39,5,4,0,1,BA,SP,Y,5,2.0,6.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,725.0,725.0,0
8153,1,10,presencial,1,F,49,2,0,0,1,CE,CE,Y,107,1.0,1.0,N,1,538.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,CE,Y,107,0,,,,2.0,607.0,607.0,0
8154,1,10,presencial,1,M,58,2,1,0,1,BA,BA,Y,90,1.0,3.0,N,0,720.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,450.0,450.0,0
8155,1,10,presencial,1,F,52,4,0,0,1,SP,SP,Y,5,0.0,0.0,N,0,909.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,847.0,847.0,1
8156,2,15,internet,1,M,47,2,0,0,1,CE,CE,Y,112,1.0,7.0,N,1,375.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,629.0,629.0,0
8157,1,15,presencial,1,M,37,1,0,0,1,MG,SP,Y,5,1.0,4.0,N,0,643.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,9.0,2.0,0.0,0.0,655.0,655.0,1
8158,1,25,presencial,1,F,28,1,1,0,1,BA,SP,Y,5,1.0,4.0,N,1,617.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,SP,N, ,0,9.0,2.0,,,669.0,669.0,1
8159,1,15,internet,1,F,47,1,0,0,1,RS,MS,Y,75,1.0,5.0,N,1,480.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MS,N, ,0,9.0,2.0,,,792.0,792.0,0
