Id,tipo,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,diferenciais,churrasqueira,estacionamento,piscina,playground,quadra,s_festas,s_jogos,s_ginastica,sauna,vista_mar,origem,preco
5759,0,17,0,3,1,1,68,0,54,1,0,1,0,0,0,0,0,0,0,treino,310000.0
5760,0,25,0,3,1,1,65,0,70,0,0,0,1,0,1,0,0,0,0,treino,349000.0
5761,0,10,0,3,1,0,65,10,64,0,0,1,0,0,1,0,0,0,0,treino,441000.0
5762,0,43,0,3,1,2,79,0,54,1,0,1,0,0,0,0,0,0,0,treino,550000.0
5763,0,10,0,2,0,1,67,36,50,0,0,0,0,0,0,0,0,0,0,treino,280000.0
5764,0,16,0,2,1,2,85,0,54,1,0,1,0,0,0,0,0,0,0,treino,550000.0
5765,0,43,0,3,1,1,67,0,54,1,0,1,0,0,0,0,0,0,0,treino,340000.0
5766,0,63,0,3,1,2,72,0,50,0,0,0,0,0,0,0,0,0,0,treino,420000.0
5768,0,16,0,2,0,1,70,0,36,0,1,0,1,0,0,0,0,0,0,treino,370000.0
5769,0,10,0,2,1,2,76,0,77,0,0,0,0,0,1,0,0,0,0,treino,600000.0
5771,0,43,0,3,1,2,105,0,54,1,0,1,0,0,0,0,0,0,0,treino,660000.0
5772,0,10,0,1,1,1,33,0,54,1,0,1,0,0,0,0,0,0,0,treino,215000.0
5773,0,10,0,3,1,2,105,0,50,0,0,0,0,0,0,0,0,0,0,treino,705000.0
5774,1,32,0,3,3,4,140,321,50,0,0,0,0,0,0,0,0,0,0,treino,750000.0
5775,0,15,0,3,1,2,118,0,33,0,0,0,0,0,1,0,0,0,0,treino,650000.0
5776,0,10,0,4,2,2,240,0,44,0,0,0,0,0,0,0,0,0,1,treino,1130000.0
5777,0,54,0,3,1,0,80,0,64,0,0,1,0,0,1,0,0,0,0,treino,490370.0
5778,1,1,0,3,0,5,320,0,20,0,0,0,0,0,0,0,0,0,0,treino,700000.0
5779,0,10,0,3,1,4,220,0,50,0,0,0,0,0,0,0,0,0,0,treino,900000.0
5780,0,10,1,3,1,1,66,11,58,0,0,1,0,0,0,0,0,0,1,treino,380000.0
5781,0,10,0,2,0,1,55,0,77,0,0,0,0,0,1,0,0,0,0,treino,350000.0
5782,0,10,0,2,1,0,44,0,50,0,0,0,0,0,0,0,0,0,0,treino,310000.0
5783,0,10,0,3,2,1,142,0,50,0,0,0,0,0,0,0,0,0,0,treino,730000.0
5784,0,46,0,4,4,3,189,81,54,1,0,1,0,0,0,0,0,0,0,treino,1290000.0
5786,0,10,0,3,1,2,81,0,60,0,0,1,1,0,0,0,0,0,0,treino,430000.0
5787,0,10,0,4,2,2,185,0,50,0,0,0,0,0,0,0,0,0,0,treino,810000.0
5788,0,10,0,4,2,2,170,0,50,0,0,0,0,0,0,0,0,0,0,treino,1200000.0
5789,0,10,0,2,0,1,45,0,50,0,0,0,0,0,0,0,0,0,0,treino,225000.0
5790,0,61,0,2,0,0,84,0,50,0,0,0,0,0,0,0,0,0,0,treino,170000.0
5791,0,11,0,3,0,1,94,0,50,0,0,0,0,0,0,0,0,0,0,treino,320000.0
5793,0,15,0,3,1,1,62,0,64,0,0,1,0,0,1,0,0,0,0,treino,400000.0
5794,0,30,0,3,1,1,156,0,10,1,0,0,0,1,0,0,0,0,0,treino,550000.0
5795,0,19,1,3,1,1,60,0,54,1,0,1,0,0,0,0,0,0,0,treino,275000.0
5796,0,27,0,3,0,1,95,0,66,0,0,1,0,0,0,0,0,1,0,treino,480000.0
5797,0,54,0,3,0,2,145,0,50,0,0,0,0,0,0,0,0,0,0,treino,415000.0
5798,0,65,0,3,1,1,75,0,3,0,0,0,1,1,0,0,0,0,0,treino,385000.0
5800,0,11,0,3,1,1,168,0,50,0,0,0,0,0,0,0,0,0,0,treino,410000.0
5801,0,65,0,3,1,2,98,0,54,1,0,1,0,0,0,0,0,0,0,treino,480000.0
5803,1,24,0,6,2,4,450,300,55,0,0,1,0,0,0,0,0,0,0,treino,1190000.0
5804,0,10,0,3,1,2,101,0,50,0,0,0,0,0,0,0,0,0,0,treino,770000.0
5805,0,36,0,2,0,1,75,0,50,0,0,0,0,0,0,0,0,0,0,treino,180000.0
5806,0,63,0,3,1,1,65,0,70,0,0,0,1,0,1,0,0,0,0,treino,230000.0
5807,0,43,0,2,1,1,75,0,64,0,0,1,0,0,1,0,0,0,0,treino,380000.0
5808,0,44,0,2,1,0,80,0,60,0,0,1,1,0,0,0,0,0,0,treino,490000.0
5809,0,10,0,3,1,2,142,0,77,0,0,0,0,0,1,0,0,0,0,treino,680000.0
5810,0,10,0,3,1,1,70,0,54,1,0,1,0,0,0,0,0,0,0,treino,390000.0
5811,0,15,0,3,1,2,92,0,54,1,0,1,0,0,0,0,0,0,0,treino,650000.0
5812,0,10,0,2,0,1,78,0,50,0,0,0,0,0,0,0,0,0,0,treino,300000.0
5813,0,10,0,2,1,2,53,12,57,0,1,1,0,0,0,0,0,0,0,treino,360000.0
5814,0,38,0,2,1,1,51,0,64,0,0,1,0,0,1,0,0,0,0,treino,240000.0
5815,0,10,0,5,5,0,170,0,54,1,0,1,0,0,0,0,0,0,0,treino,1100000.0
5816,0,27,0,2,1,1,49,10,54,1,0,1,0,0,0,0,0,0,0,treino,310000.0
5817,0,10,0,4,3,2,175,0,66,0,0,1,0,0,0,0,0,1,0,treino,985000.0
5818,0,16,0,4,2,2,210,90,54,1,0,1,0,0,0,0,0,0,0,treino,980000.0
5819,0,39,0,4,4,3,168,0,60,0,0,1,1,0,0,0,0,0,0,treino,1020000.0
5820,0,10,0,3,1,1,63,0,55,0,0,1,0,0,0,0,0,0,0,treino,350000.0
5821,0,27,0,2,1,1,50,0,50,0,0,0,0,0,0,0,0,0,0,treino,310000.0
5822,0,10,0,2,0,1,85,0,50,0,0,0,0,0,0,0,0,0,0,treino,290000.0
5824,0,15,0,3,1,1,52,0,50,0,0,0,0,0,0,0,0,0,0,treino,378000.0
5826,0,43,0,2,0,1,46,0,50,0,0,0,0,0,0,0,0,0,0,treino,195000.0
5827,0,10,0,3,1,1,65,0,54,1,0,1,0,0,0,0,0,0,0,treino,379000.0
5828,0,46,0,3,1,2,112,0,60,0,0,1,1,0,0,0,0,0,0,treino,735000.0
5829,0,10,0,2,1,1,47,0,52,0,0,1,0,1,0,0,0,0,0,treino,309000.0
5830,0,27,0,3,1,1,72,11,50,0,0,0,0,0,0,0,0,0,0,treino,305000.0
5831,0,27,0,3,1,1,135,0,50,0,0,0,0,0,0,0,0,0,0,treino,495000.0
5832,0,27,0,3,1,2,78,0,64,0,0,1,0,0,1,0,0,0,0,treino,526000.0
5833,0,10,0,3,1,2,99,0,54,1,0,1,0,0,0,0,0,0,0,treino,582000.0
5834,0,43,0,4,2,2,133,0,54,1,0,1,0,0,0,0,0,0,0,treino,1200000.0
5835,0,46,0,3,1,1,120,0,77,0,0,0,0,0,1,0,0,0,0,treino,540000.0
5836,0,65,0,3,1,1,65,0,54,1,0,1,0,0,0,0,0,0,0,treino,400000.0
5837,0,27,0,3,1,2,87,0,50,0,0,0,0,0,0,0,0,0,0,treino,445000.0
5838,0,39,1,3,1,2,70,0,52,0,0,1,0,1,0,0,0,0,0,treino,530000.0
5839,0,27,0,3,1,1,170,0,70,0,0,0,1,0,1,0,0,0,0,treino,650000.0
5840,0,43,1,3,1,1,78,0,50,0,0,0,0,0,0,0,0,0,0,treino,400000.0
5841,0,43,0,4,2,2,110,0,60,0,0,1,1,0,0,0,0,0,0,treino,635000.0
5842,0,27,0,3,1,1,124,0,50,0,0,0,0,0,0,0,0,0,0,treino,370000.0
5843,0,10,0,1,0,0,42,23,89,0,0,0,0,0,1,0,0,1,0,treino,220000.0
5844,0,8,0,4,3,2,112,0,52,0,0,1,0,1,0,0,0,0,0,treino,685000.0
5845,0,44,0,4,3,3,175,0,54,1,0,1,0,0,0,0,0,0,0,treino,900000.0
5846,0,10,0,4,4,2,185,0,54,1,0,1,0,0,0,0,0,0,0,treino,822000.0
5847,0,10,0,3,1,2,120,0,66,0,0,1,0,0,0,0,0,1,0,treino,600000.0
5848,0,10,0,3,1,2,118,60,52,0,0,1,0,1,0,0,0,0,0,treino,650000.0
5849,0,10,0,3,1,1,60,0,64,0,0,1,0,0,1,0,0,0,0,treino,360000.0
5850,0,16,0,3,1,2,93,0,50,0,0,0,0,0,0,0,0,0,0,treino,520000.0
5851,0,46,0,3,1,2,98,66,70,0,0,0,1,0,1,0,0,0,0,treino,460000.0
5852,0,10,0,2,1,1,44,0,67,0,0,0,1,0,0,0,0,0,0,treino,342900.0
5853,0,10,0,4,4,2,186,0,66,0,0,1,0,0,0,0,0,1,0,treino,1215000.0
5854,0,10,0,4,4,2,136,0,54,1,0,1,0,0,0,0,0,0,0,treino,840000.0
5855,0,63,0,3,1,1,61,27,54,1,0,1,0,0,0,0,0,0,0,treino,340000.0
5856,0,10,0,3,1,2,149,0,12,1,0,0,0,0,0,0,0,0,0,treino,650000.0
5857,0,54,0,3,1,2,85,0,66,0,0,1,0,0,0,0,0,1,0,treino,520000.0
5858,0,15,0,3,1,2,101,41,50,0,0,0,0,0,0,0,0,0,0,treino,290000.0
5859,0,30,0,3,2,2,100,30,60,0,0,1,1,0,0,0,0,0,0,treino,570000.0
5860,0,43,0,1,1,1,39,0,78,0,0,0,0,0,1,1,0,0,0,treino,262000.0
5861,0,65,0,3,1,1,63,0,54,1,0,1,0,0,0,0,0,0,0,treino,352000.0
5862,0,38,0,3,1,0,71,0,54,1,0,1,0,0,0,0,0,0,0,treino,315000.0
5863,0,0,0,3,1,1,78,0,60,0,0,1,1,0,0,0,0,0,0,treino,420000.0
5864,0,65,0,3,1,1,65,0,54,1,0,1,0,0,0,0,0,0,0,treino,410000.0
5865,0,10,0,4,2,2,133,0,54,1,0,1,0,0,0,0,0,0,0,treino,750000.0
5866,0,46,0,4,2,2,203,0,68,0,0,0,1,1,0,0,0,0,0,treino,1180000.0
5867,0,10,0,4,1,1,165,0,50,0,0,0,0,0,0,0,0,0,0,treino,550000.0
5868,0,36,0,3,1,1,63,0,54,1,0,1,0,0,0,0,0,0,0,treino,330000.0
5869,0,43,0,3,1,1,113,0,77,0,0,0,0,0,1,0,0,0,0,treino,320000.0
5870,0,5,0,3,0,1,75,0,50,0,0,0,0,0,0,0,0,0,0,treino,215000.0
5871,0,43,0,3,1,2,105,0,52,0,0,1,0,1,0,0,0,0,0,treino,830000.0
5872,0,10,0,3,1,2,92,0,66,0,0,1,0,0,0,0,0,1,0,treino,607000.0
5873,0,10,0,3,1,2,109,0,54,1,0,1,0,0,0,0,0,0,0,treino,650000.0
5874,0,54,0,3,2,2,125,0,70,0,0,0,1,0,1,0,0,0,0,treino,750000.0
5875,0,50,0,4,2,2,139,0,54,1,0,1,0,0,0,0,0,0,0,treino,890000.0
5876,0,27,0,4,2,2,179,0,36,0,1,0,1,0,0,0,0,0,0,treino,740000.0
5878,0,48,0,2,1,1,57,0,54,1,0,1,0,0,0,0,0,0,0,treino,475000.0
5879,0,46,0,3,1,1,120,0,77,0,0,0,0,0,1,0,0,0,0,treino,520000.0
5880,0,14,0,2,1,0,56,0,50,0,0,0,0,0,0,0,0,0,0,treino,250000.0
5881,0,43,0,3,1,2,79,0,54,1,0,1,0,0,0,0,0,0,0,treino,497000.0
5882,0,10,0,4,3,3,163,0,54,1,0,1,0,0,0,0,0,0,0,treino,1150000.0
5883,0,10,0,1,0,1,28,0,64,0,0,1,0,0,1,0,0,0,0,treino,200000.0
5884,0,63,0,2,0,1,60,0,18,1,0,0,0,0,1,0,0,0,0,treino,147000.0
5885,0,10,0,3,1,1,90,0,6,0,0,0,0,1,1,0,0,0,0,treino,325000.0
5886,0,27,0,3,1,2,90,0,77,0,0,0,0,0,1,0,0,0,0,treino,430000.0
5887,0,30,0,3,1,1,90,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
5889,0,43,1,3,1,2,98,0,60,0,0,1,1,0,0,0,0,0,0,treino,580000.0
5890,0,66,0,2,1,1,56,0,54,1,0,1,0,0,0,0,0,0,0,treino,370000.0
5891,0,59,0,3,1,1,96,0,46,0,0,0,1,0,0,0,0,0,1,treino,395000.0
5892,0,15,0,4,2,2,128,0,52,0,0,1,0,1,0,0,0,0,0,treino,835000.0
5893,0,54,0,4,1,3,125,0,54,1,0,1,0,0,0,0,0,0,0,treino,787000.0
5894,0,38,0,3,0,1,81,0,50,0,0,0,0,0,0,0,0,0,0,treino,190000.0
5895,1,10,0,3,1,2,180,210,51,0,0,1,0,0,0,0,0,0,0,treino,1150000.0
5896,0,15,0,3,1,1,61,0,60,0,0,1,1,0,0,0,0,0,0,treino,386000.0
5897,0,43,0,1,0,1,44,0,50,0,0,0,0,0,0,0,0,0,0,treino,220000.0
5898,0,10,0,1,1,1,30,17,89,0,0,0,0,0,1,0,0,1,0,treino,240000.0
5899,0,10,0,4,4,13,180,0,54,1,0,1,0,0,0,0,0,0,0,treino,1000000.0
5900,0,65,0,3,1,2,88,0,60,0,0,1,1,0,0,0,0,0,0,treino,518000.0
5901,0,35,1,3,1,2,104,0,50,0,0,0,0,0,0,0,0,0,0,treino,649427.0
5902,0,10,0,2,1,1,61,0,66,0,0,1,0,0,0,0,0,1,0,treino,439000.0
5903,0,43,0,4,2,2,200,0,77,0,0,0,0,0,1,0,0,0,0,treino,750000.0
5904,0,10,0,3,1,1,67,0,54,1,0,1,0,0,0,0,0,0,0,treino,390000.0
5905,0,25,0,4,2,3,340,0,50,0,0,0,0,0,0,0,0,0,0,treino,650000.0
5906,0,16,0,4,2,3,152,0,64,0,0,1,0,0,1,0,0,0,0,treino,930000.0
5907,0,10,0,2,1,1,80,40,54,1,0,1,0,0,0,0,0,0,0,treino,450000.0
5908,0,27,1,3,1,2,87,65,12,1,0,0,0,0,0,0,0,0,0,treino,450000.0
5909,0,10,0,3,1,2,112,0,54,1,0,1,0,0,0,0,0,0,0,treino,510000.0
5910,0,40,0,2,0,1,57,0,50,0,0,0,0,0,0,0,0,0,0,treino,750.0
5911,0,10,0,2,1,1,47,0,50,0,0,0,0,0,0,0,0,0,0,treino,308000.0
5912,0,15,0,4,2,2,208,0,73,0,0,0,0,1,1,0,0,0,0,treino,890000.0
5913,0,65,1,3,0,1,70,0,50,0,0,0,0,0,0,0,0,0,0,treino,265000.0
5914,0,46,0,3,1,2,126,0,68,0,0,0,1,1,0,0,0,0,0,treino,650000.0
5915,0,10,1,4,1,2,187,78,50,0,0,0,0,0,0,0,0,0,0,treino,850000.0
5916,0,10,0,4,2,0,149,0,54,1,0,1,0,0,0,0,0,0,0,treino,990000.0
5918,0,23,0,3,1,2,136,0,29,0,1,0,0,0,0,0,0,0,0,treino,500000.0
5919,0,10,1,3,1,1,120,19,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
5920,0,10,0,3,1,2,91,0,64,0,0,1,0,0,1,0,0,0,0,treino,620000.0
5921,0,27,0,3,2,2,118,58,18,1,0,0,0,0,1,0,0,0,0,treino,600000.0
5922,0,16,0,3,1,2,126,0,57,0,1,1,0,0,0,0,0,0,0,treino,700000.0
5923,0,60,0,1,0,1,32,26,70,0,0,0,1,0,1,0,0,0,0,treino,256000.0
5924,0,10,0,3,1,2,88,0,50,0,0,0,0,0,0,0,0,0,0,treino,544000.0
5925,0,10,0,4,2,2,142,0,50,0,0,0,0,0,0,0,0,0,0,treino,690000.0
5926,0,19,0,2,1,2,53,0,54,1,0,1,0,0,0,0,0,0,0,treino,273000.0
5927,0,45,0,2,0,1,93,0,50,0,0,0,0,0,0,0,0,0,0,treino,375000.0
5928,0,15,0,2,1,1,50,0,57,0,1,1,0,0,0,0,0,0,0,treino,334000.0
5929,0,54,0,4,4,2,136,0,54,1,0,1,0,0,0,0,0,0,0,treino,950000.0
5931,0,34,0,3,3,3,225,80,54,1,0,1,0,0,0,0,0,0,0,treino,1150000.0
5932,0,10,0,2,0,0,71,0,9,1,0,0,0,0,0,0,0,0,0,treino,330000.0
5933,0,66,0,3,1,1,61,0,55,0,0,1,0,0,0,0,0,0,0,treino,380000.0
5934,0,65,0,3,1,1,62,0,54,1,0,1,0,0,0,0,0,0,0,treino,480000.0
5935,0,19,0,3,1,0,69,0,64,0,0,1,0,0,1,0,0,0,0,treino,285000.0
5936,0,15,0,3,1,2,87,0,9,1,0,0,0,0,0,0,0,0,0,treino,400000.0
5937,0,67,0,2,0,1,50,0,70,0,0,0,1,0,1,0,0,0,0,treino,180000.0
5938,0,22,0,2,0,1,50,0,28,0,0,0,0,0,0,0,0,0,0,treino,219900.0
5939,0,54,0,3,1,1,75,0,54,1,0,1,0,0,0,0,0,0,0,treino,400000.0
5940,0,36,1,2,1,1,87,7,50,0,0,0,0,0,0,0,0,0,0,treino,220000.0
5941,0,10,0,1,0,1,34,0,64,0,0,1,0,0,1,0,0,0,0,treino,250000.0
5942,0,30,0,3,2,2,100,0,60,0,0,1,1,0,0,0,0,0,0,treino,570000.0
5943,0,10,0,4,2,2,142,0,54,1,0,1,0,0,0,0,0,0,0,treino,1093000.0
5944,0,10,0,3,1,2,92,0,54,1,0,1,0,0,0,0,0,0,0,treino,850000.0
5945,0,16,0,2,1,2,59,0,75,0,0,0,0,0,1,0,1,0,0,treino,467400.0
5946,0,30,0,2,1,1,74,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
5947,0,65,0,3,1,1,63,0,54,1,0,1,0,0,0,0,0,0,0,treino,352000.0
5948,0,17,0,2,0,0,55,0,50,0,0,0,0,0,0,0,0,0,0,treino,270000.0
5950,0,46,0,3,1,2,157,0,70,0,0,0,1,0,1,0,0,0,0,treino,760000.0
5951,0,15,0,2,1,1,52,0,70,0,0,0,1,0,1,0,0,0,0,treino,313458.0
5952,0,10,0,3,1,1,75,0,56,0,0,1,0,0,0,0,0,0,0,treino,590000.0
5953,0,14,1,3,1,1,62,8,54,1,0,1,0,0,0,0,0,0,0,treino,380000.0
5954,0,10,0,3,2,2,128,0,66,0,0,1,0,0,0,0,0,1,0,treino,1150000.0
5956,0,54,0,3,1,2,68,0,54,1,0,1,0,0,0,0,0,0,0,treino,565000.0
5957,0,15,0,3,1,2,93,64,54,1,0,1,0,0,0,0,0,0,0,treino,495000.0
5958,0,65,0,2,1,1,65,0,50,0,0,0,0,0,0,0,0,0,0,treino,280000.0
5961,0,50,0,3,2,2,108,0,54,1,0,1,0,0,0,0,0,0,0,treino,778000.0
5962,0,35,0,4,4,2,130,0,54,1,0,1,0,0,0,0,0,0,0,treino,750000.0
5963,1,61,1,3,1,1,88,0,50,0,0,0,0,0,0,0,0,0,0,treino,450000.0
5964,0,10,0,3,1,0,64,0,50,0,0,0,0,0,0,0,0,0,0,treino,500000.0
5965,0,27,0,3,1,2,84,36,56,0,0,1,0,0,0,0,0,0,0,treino,530000.0
5966,0,10,0,3,1,1,109,0,28,0,0,0,0,0,0,0,0,0,0,treino,370000.0
5967,0,43,0,3,1,1,57,0,54,1,0,1,0,0,0,0,0,0,0,treino,320000.0
5969,0,10,0,1,0,1,28,0,51,0,0,1,0,0,0,0,0,0,0,treino,200000.0
5970,0,15,0,3,1,1,70,0,54,1,0,1,0,0,0,0,0,0,0,treino,350000.0
5971,0,10,0,3,1,2,91,0,50,0,0,0,0,0,0,0,0,0,0,treino,590000.0
5972,0,43,0,3,1,0,77,0,60,0,0,1,1,0,0,0,0,0,0,treino,399000.0
5974,0,10,0,4,3,3,141,0,54,1,0,1,0,0,0,0,0,0,0,treino,840000.0
5975,0,10,1,3,1,1,85,0,54,1,0,1,0,0,0,0,0,0,0,treino,450000.0
5976,1,4,0,3,1,0,200,0,50,0,0,0,0,0,0,0,0,0,0,treino,900000.0
5977,0,10,0,4,4,2,185,0,50,0,0,0,0,0,0,0,0,0,0,treino,1208824.0
5978,0,10,0,3,2,2,125,0,54,1,0,1,0,0,0,0,0,0,0,treino,850000.0
5979,0,10,0,3,1,2,94,0,66,0,0,1,0,0,0,0,0,1,0,treino,560000.0
5980,0,10,0,3,3,2,163,0,70,0,0,0,1,0,1,0,0,0,0,treino,750000.0
5981,0,27,0,2,1,1,50,0,66,0,0,1,0,0,0,0,0,1,0,treino,390000.0
5982,0,10,0,2,1,1,55,0,54,1,0,1,0,0,0,0,0,0,0,treino,355000.0
5983,0,10,0,3,1,2,81,0,64,0,0,1,0,0,1,0,0,0,0,treino,650000.0
5984,0,5,0,2,0,1,62,0,73,0,0,0,0,1,1,0,0,0,0,treino,180000.0
5985,0,43,0,4,2,2,110,0,60,0,0,1,1,0,0,0,0,0,0,treino,649999.0
5986,0,65,0,3,1,2,90,0,64,0,0,1,0,0,1,0,0,0,0,treino,650000.0
5987,1,21,0,3,1,0,160,0,50,0,0,0,0,0,0,0,0,0,0,treino,260000.0
5988,0,38,0,3,1,1,72,0,56,0,0,1,0,0,0,0,0,0,0,treino,245000.0
5989,0,63,0,2,1,1,70,26,36,0,1,0,1,0,0,0,0,0,0,treino,330000.0
5990,0,3,0,4,2,2,149,0,52,0,0,1,0,1,0,0,0,0,0,treino,1000000.0
5991,0,44,0,4,2,2,140,0,54,1,0,1,0,0,0,0,0,0,0,treino,1000000.0
5992,0,10,0,4,0,0,126,0,54,1,0,1,0,0,0,0,0,0,0,treino,950000.0
5993,0,10,0,3,1,1,69,6,70,0,0,0,1,0,1,0,0,0,0,treino,458000.0
5994,0,16,0,3,3,3,154,0,60,0,0,1,1,0,0,0,0,0,0,treino,850000.0
5995,0,3,0,4,4,4,208,0,54,1,0,1,0,0,0,0,0,0,0,treino,1250000.0
5996,0,10,0,4,2,2,124,0,50,0,0,0,0,0,0,0,0,0,0,treino,1072000.0
5997,0,10,0,3,1,1,96,0,78,0,0,0,0,0,1,1,0,0,0,treino,420000.0
5998,0,10,0,4,2,3,136,0,54,1,0,1,0,0,0,0,0,0,0,treino,900000.0
5999,0,40,0,3,1,1,60,0,56,0,0,1,0,0,0,0,0,0,0,treino,290000.0
6000,0,15,0,3,1,2,76,0,54,1,0,1,0,0,0,0,0,0,0,treino,535000.0
6001,0,54,0,3,1,0,79,0,78,0,0,0,0,0,1,1,0,0,0,treino,546713.0
6005,0,54,0,3,1,2,98,0,54,1,0,1,0,0,0,0,0,0,0,treino,640000.0
6006,0,27,0,3,1,2,75,0,54,1,0,1,0,0,0,0,0,0,0,treino,475000.0
6007,0,10,0,3,3,2,128,0,54,1,0,1,0,0,0,0,0,0,0,treino,694500.0
6008,0,10,0,3,0,1,78,0,50,0,0,0,0,0,0,0,0,0,0,treino,330000.0
6009,0,25,0,3,1,2,79,0,54,1,0,1,0,0,0,0,0,0,0,treino,466233.0
6010,0,10,0,3,1,2,80,11,27,0,0,0,0,0,1,0,0,0,0,treino,330000.0
6011,0,30,0,2,1,1,90,0,70,0,0,0,1,0,1,0,0,0,0,treino,460000.0
6012,0,15,1,3,1,2,89,0,66,0,0,1,0,0,0,0,0,1,0,treino,498888.0
6013,0,25,0,3,1,1,70,0,54,1,0,1,0,0,0,0,0,0,0,treino,395000.0
6014,0,10,0,3,1,1,118,0,50,0,0,0,0,0,0,0,0,0,0,treino,420000.0
6015,0,11,0,2,0,1,70,0,50,0,0,0,0,0,0,0,0,0,0,treino,330000.0
6016,0,38,0,2,1,1,60,0,68,0,0,0,1,1,0,0,0,0,0,treino,160000.0
6018,0,16,0,4,3,3,175,0,54,1,0,1,0,0,0,0,0,0,0,treino,900000.0
6020,0,10,0,5,3,2,149,0,54,1,0,1,0,0,0,0,0,0,0,treino,950000.0
6022,0,65,0,4,4,3,197,50,54,1,0,1,0,0,0,0,0,0,0,treino,1290000.0
6023,0,10,0,3,0,1,130,0,60,0,0,1,1,0,0,0,0,0,0,treino,475000.0
6024,0,54,0,4,2,3,125,0,54,1,0,1,0,0,0,0,0,0,0,treino,730000.0
6025,0,43,0,3,1,2,94,0,66,0,0,1,0,0,0,0,0,1,0,treino,625000.0
6027,0,35,0,3,1,2,104,0,54,1,0,1,0,0,0,0,0,0,0,treino,660000.0
6028,0,54,0,3,1,1,74,0,51,0,0,1,0,0,0,0,0,0,0,treino,320000.0
6030,0,59,0,2,1,0,70,0,50,0,0,0,0,0,0,0,0,0,0,treino,173000.0
6031,0,10,0,3,3,2,163,110,40,0,0,0,0,0,0,0,0,0,1,treino,730000.0
6033,0,10,0,4,1,2,197,160,48,0,0,0,0,0,1,0,0,0,1,treino,750000.0
6034,0,54,0,4,2,2,114,0,54,1,0,1,0,0,0,0,0,0,0,treino,863000.0
6035,0,67,0,3,1,1,68,0,50,0,0,0,0,0,0,0,0,0,0,treino,295000.0
6036,0,67,0,2,0,0,60,0,68,0,0,0,1,1,0,0,0,0,0,treino,200000.0
6037,0,54,0,4,2,2,113,0,54,1,0,1,0,0,0,0,0,0,0,treino,800000.0
6038,0,10,0,3,0,0,68,0,64,0,0,1,0,0,1,0,0,0,0,treino,500000.0
6039,0,10,0,4,4,0,145,0,60,0,0,1,1,0,0,0,0,0,0,treino,1100000.0
6040,0,43,0,3,1,2,112,44,60,0,0,1,1,0,0,0,0,0,0,treino,1000000.0
6041,0,27,0,3,1,1,120,0,70,0,0,0,1,0,1,0,0,0,0,treino,550000.0
6042,0,27,0,3,1,1,96,0,50,0,0,0,0,0,0,0,0,0,0,treino,550000.0
6044,0,43,0,3,1,2,78,0,19,1,0,0,0,0,0,0,0,1,0,treino,472000.0
6045,0,15,0,2,1,1,63,0,54,1,0,1,0,0,0,0,0,0,0,treino,420000.0
6046,0,10,0,2,1,1,55,0,60,0,0,1,1,0,0,0,0,0,0,treino,320000.0
6047,0,10,0,2,1,1,52,0,54,1,0,1,0,0,0,0,0,0,0,treino,290000.0
6048,0,10,0,3,1,1,98,53,70,0,0,0,1,0,1,0,0,0,0,treino,380000.0
6049,0,39,0,3,1,2,113,0,50,0,0,0,0,0,0,0,0,0,0,treino,550000.0
6050,0,16,0,1,0,1,55,20,81,0,0,0,0,0,0,0,0,1,0,treino,350000.0
6051,0,25,0,3,1,1,64,0,54,1,0,1,0,0,0,0,0,0,0,treino,392793.0
6052,0,10,0,4,1,2,140,0,66,0,0,1,0,0,0,0,0,1,0,treino,750000.0
6054,0,10,0,1,0,1,44,0,50,0,0,0,0,0,0,0,0,0,0,treino,570000.0
6055,0,10,0,4,3,2,220,0,77,0,0,0,0,0,1,0,0,0,0,treino,850000.0
6056,0,0,0,2,0,1,85,0,77,0,0,0,0,0,1,0,0,0,0,treino,300000.0
6057,0,27,0,3,1,2,140,0,24,0,0,0,1,0,0,0,0,0,0,treino,675000.0
6058,0,25,0,3,1,1,64,0,54,1,0,1,0,0,0,0,0,0,0,treino,355000.0
6059,0,39,0,3,2,2,102,0,54,1,0,1,0,0,0,0,0,0,0,treino,800000.0
6060,0,27,0,4,1,2,185,0,77,0,0,0,0,0,1,0,0,0,0,treino,680000.0
6061,0,43,0,4,4,3,153,0,54,1,0,1,0,0,0,0,0,0,0,treino,1180000.0
6063,0,0,0,4,3,2,204,0,60,0,0,1,1,0,0,0,0,0,0,treino,1000000.0
6064,0,27,0,4,1,2,230,0,12,1,0,0,0,0,0,0,0,0,0,treino,850000.0
6065,0,43,0,3,1,1,80,0,52,0,0,1,0,1,0,0,0,0,0,treino,420000.0
6066,1,11,0,7,0,5,680,0,50,0,0,0,0,0,0,0,0,0,0,treino,1100000.0
6067,0,10,0,2,1,1,80,0,64,0,0,1,0,0,1,0,0,0,0,treino,430000.0
6068,0,39,0,4,1,1,160,0,50,0,0,0,0,0,0,0,0,0,0,treino,550000.0
6069,0,16,0,4,2,2,127,0,52,0,0,1,0,1,0,0,0,0,0,treino,800000.0
6070,0,10,0,3,1,2,97,0,66,0,0,1,0,0,0,0,0,1,0,treino,500000.0
6071,0,11,0,4,4,3,174,0,66,0,0,1,0,0,0,0,0,1,0,treino,950000.0
